"The recipe","Source file count","Source file changed count","Cumulative scanning time (ns)","99th percentile scanning time (ns)","Max scanning time (ns)","Cumulative edit time (ns)","99th percentile edit time (ns)","Max edit time (ns)"
"The recipe whose stats are being measured both individually and cumulatively.","The number of source files the recipe ran over.","The number of source files which were changed in the recipe run. Includes files created, deleted, and edited.","The total time spent across the scanning phase of this recipe.","99 out of 100 scans completed in this amount of time.","The max time scanning any one source file.","The total time spent across the editing phase of this recipe.","99 out of 100 edits completed in this amount of time.","The max time editing any one source file."
"org.openrewrite.java.spring.boot2.DatabaseComponentAndBeanInitializationOrderingUnconditionally","7","4","0","0.0","0","47200","17344.0","16900"
"org.openrewrite.apache.httpclient5.CredentialsStoreSetCredentials","7","4","58400","0.0","19900","70000","6128.0","6100"
"org.openrewrite.java.migrate.InternalBindPackages","7","4","13900","0.0","8800","30700","9712.0","9400"
"org.openrewrite.java.migrate.jakarta.JavaxMailToJakartaMail","7","4","51700","0.0","49000","11000","1656.0","5200"
"org.openrewrite.java.migrate.RemovedRMIConnectorServerCredentialTypesConstant","7","4","13100","0.0","10300","9100","2416.0","3000"
"org.openrewrite.java.migrate.concurrent.JavaConcurrentAPIs","7","4","10100","0.0","4500","22200","5344.0","12200"
"org.openrewrite.hibernate.MigrateToHibernate65","7","4","7600","0.0","3500","10900","1656.0","5100"
"org.openrewrite.hibernate.MigrateToHibernate64","7","4","12900","0.0","3900","19500","3312.0","3300"
"org.openrewrite.hibernate.MigrateToHibernate61","7","4","63300","0.0","31900","28800","9720.0","9300"
"org.openrewrite.hibernate.MigrateToHibernate60","7","4","21500","0.0","3300","37600","20464.0","20300"
"org.openrewrite.hibernate.MigrateToHibernate63","7","4","16000","0.0","6700","11700","2416.0","2400"
"org.openrewrite.hibernate.MigrateToHibernate62","7","4","23300","0.0","5600","20300","3192.0","3100"
"org.openrewrite.apache.httpclient5.ChangeArgumentToTimeValue","7","4","0","0.0","0","22200","3964.0","3900"
"org.openrewrite.gradle.UpdateJavaCompatibility","7","4","0","0.0","0","343800","40832.0","40500"
"org.openrewrite.java.migrate.jakarta.JohnzonJavaxToJakarta","7","4","8500","0.0","4900","15200","2016.0","7600"
"org.openrewrite.java.migrate.jakarta.JavaxFacesConfigXmlToJakartaFacesConfigXml","7","4","18400","0.0","13600","23900","6896.0","6800"
"org.openrewrite.java.testing.junit5.TempDirNonFinal","7","4","0","0.0","0","10900","2808.0","3800"
"org.openrewrite.java.spring.kafka.RemoveUsingCompletableFuture","7","4","0","0.0","0","7561200","7602172.0","7416200"
"org.openrewrite.gradle.UpdateGradleWrapper","7","4","9850200","0.0","5187900","215500","34800.0","34800"
"org.openrewrite.java.migrate.lang.MigrateSecurityManagerMulticast","7","4","0","0.0","0","9900","5116.0","5100"
"org.openrewrite.java.spring.boot2.UnnecessarySpringExtension","7","4","0","0.0","0","56500","7408.0","30300"
"org.openrewrite.java.spring.batch.RemoveDefaultBatchConfigurer","7","4","0","0.0","0","137800","126968.0","125600"
"org.openrewrite.java.flyway.AddFlywayModuleSqlServer","7","4","6800","0.0","2200","6900","924.0","3500"
"org.openrewrite.java.UseStaticImport","7","4","0","0.0","0","16100","5112.0","5000"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeGradle","7","4","0","0.0","0","7700","1200.0","3700"
"org.openrewrite.java.spring.data.UseJpaRepositoryDeleteAllInBatch","7","4","112600","0.0","110000","13600","3296.0","5000"
"org.openrewrite.java.migrate.jakarta.RemovedSOAPElementFactory","7","4","3100","0.0","1200","8000","3312.0","3200"
"org.openrewrite.java.spring.security6.RemoveUseAuthorizationManager","7","4","5000","0.0","2100","19800","4320.0","5300"
"org.openrewrite.java.migrate.jakarta.FacesJNDINamesChanged","7","4","9600","0.0","2100","25800","5616.0","5500"
"org.openrewrite.java.spring.security5.AuthorizeHttpRequests","7","4","0","0.0","0","11113300","1.1534332E7","11062500"
"org.openrewrite.java.spring.NoAutowiredOnConstructor","7","4","0","0.0","0","14600","4856.0","5400"
"org.openrewrite.java.migrate.net.MigrateMulticastSocketSetTTLToSetTimeToLive","7","4","0","0.0","0","28400","17404.0","16500"
"org.openrewrite.java.spring.security6.RequireExplicitSavingOfSecurityContextRepository","7","4","0","0.0","0","25500","17392.0","17200"
"org.openrewrite.java.spring.framework.JdbcTemplateObjectArrayArgToVarArgs","7","4","0","0.0","0","94400","27644.0","26700"
"org.openrewrite.java.spring.boot2.MigrateActuatorMediaTypeToApiVersion","7","4","0","0.0","0","393900","204796.0","204300"
"org.openrewrite.java.spring.framework.MigrateSpringAssert","7","4","46800","0.0","18000","30500","2272.0","4300"
"org.openrewrite.java.migrate.Java8toJava11","7","4","13100","0.0","7300","18600","5360.0","9500"
"org.openrewrite.java.spring.boot2.MigrateDatabaseCredentialsForToolProperties","7","4","0","0.0","0","158800","126972.0","123600"
"org.openrewrite.apache.httpclient5.UsernamePasswordCredentials","7","4","0","0.0","0","52900","34812.0","34000"
"org.openrewrite.scala.migrate.UpgradeScala_2_12","7","4","10400","0.0","7600","25400","1648.0","18700"
"org.openrewrite.java.spring.framework.MigrateBase64Utils","7","4","0","0.0","0","20600","10748.0","10600"
"org.openrewrite.java.testing.dbrider.ExecutionListenerToDbRiderAnnotation","7","4","0","0.0","0","75400","55280.0","55100"
"org.openrewrite.java.spring.boot2.MoveAutoConfigurationToImportsFile","7","4","194800","0.0","82700","732300","37888.0","569900"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayWebfluxProperties","7","4","1971800","0.0","1397400","5800","1840.0","1800"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayDeprecatedModulesAndStarters","7","4","23700","0.0","9400","6400","1840.0","1800"
"org.openrewrite.java.spring.boot2.MigrateUndertowServletWebServerFactoryIsEagerInitFilters","7","4","20000","0.0","11500","11500","1200.0","6700"
"org.openrewrite.java.testing.mockito.CleanupPowerMockImports","7","4","0","0.0","0","73800","34812.0","34000"
"org.openrewrite.java.spring.framework.MigrateClientHttpResponseGetRawStatusCodeMethod","7","4","0","0.0","0","7600","2940.0","2900"
"org.openrewrite.java.testing.junit5.UseHamcrestAssertThat","7","4","0","0.0","0","22000","1120.0","17000"
"org.openrewrite.java.spring.boot3.MigrateWebMvcTagsToObservationConvention","7","4","0","0.0","0","509800","294904.0","286300"
"org.openrewrite.java.migrate.jakarta.JavaxJsonToJakartaJson","7","4","4100","0.0","1800","23500","2288.0","15400"
"org.openrewrite.java.migrate.jakarta.UpdateJakartaFacesApi3","7","4","24900","0.0","19800","12400","1648.0","1600"
"org.openrewrite.java.migrate.jakarta.UpdateJakartaFacesApi4","7","4","11000","0.0","6200","8200","2016.0","2000"
"org.openrewrite.java.spring.DeleteSpringProperty","7","4","0","0.0","0","10527500","4718588.0","4703800"
"org.openrewrite.java.ChangeMethodAccessLevel","7","4","0","0.0","0","40100","11772.0","11300"
"org.openrewrite.github.SetupJavaUpgradeJavaVersion","7","4","0","0.0","0","35300","11744.0","11500"
"org.openrewrite.java.testing.junit5.EnvironmentVariables","7","4","0","0.0","0","12636000","1.1010044E7","10800100"
"org.openrewrite.java.migrate.JREThrowableFinalMethods","7","4","0","0.0","0","50500","26616.0","26500"
"org.openrewrite.hibernate.MigrateToHibernateDependencies60","7","4","17400","0.0","2100","20900","5624.0","5600"
"org.openrewrite.java.migrate.jakarta.UpdateApacheWSSecurityPackages","7","4","9900","0.0","4300","20100","6112.0","6000"
"org.openrewrite.java.testing.mockito.RemoveInitMocksIfRunnersSpecified","7","4","0","0.0","0","27700","6396.0","6300"
"org.openrewrite.apache.httpclient5.StatusLine","7","4","27000","0.0","9900","110300","24560.0","24400"
"org.openrewrite.maven.ChangePluginGroupIdAndArtifactId","7","4","0","0.0","0","161000","508.0","160100"
"org.openrewrite.java.testing.junit5.VertxUnitToVertxJunit5","7","4","19500","0.0","8800","19200","3296.0","7800"
"org.openrewrite.java.dependencies.RemoveDependency","7","4","7240100","0.0","1539100","14151500","85984.0","1177600"
"org.openrewrite.java.spring.boot2.OutputCaptureExtension","7","4","0","0.0","0","32500","13308.0","13300"
"org.openrewrite.java.testing.junit5.ParameterizedRunnerToParameterized","7","4","0","0.0","0","21100","10232.0","9800"
"org.openrewrite.java.testing.junit5.CategoryToTag","7","4","0","0.0","0","11700","3324.0","4200"
"org.openrewrite.java.spring.boot3.MigrateThymeleafDependencies","7","4","9200","0.0","3600","46200","8576.0","11000"
"org.openrewrite.java.migrate.SunNetSslPackageUnavailable","7","4","8100","0.0","5300","9800","2288.0","3600"
"org.openrewrite.java.spring.framework.MigrateHandlerResultSetExceptionHandlerMethod","7","4","0","0.0","0","61700","12792.0","42600"
"org.openrewrite.java.migrate.RemovedZipFinalizeMethods","7","4","9000","0.0","5900","15900","3440.0","8000"
"org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet","7","4","24100","0.0","11600","11100","1648.0","4800"
"org.openrewrite.java.migrate.jakarta.ApplicationPathWildcardNoLongerAccepted","7","4","0","0.0","0","487400","360440.0","352000"
"org.openrewrite.java.migrate.jakarta.JavaxActivationMigrationToJakartaActivation","7","4","7100","0.0","3900","15700","2288.0","8700"
"org.openrewrite.java.testing.mockito.AnyToNullable","7","4","13733200","0.0","8686100","429500","6272.0","383300"
"org.openrewrite.maven.UpdateMavenProjectPropertyJavaVersion","7","4","0","0.0","0","84034200","204.0","83505400"
"org.openrewrite.java.migrate.javax.MigrateSimpleElementVisitor6To9","7","4","11300","0.0","7900","14100","2672.0","6800"
"org.openrewrite.java.testing.mockito.PowerMockitoWhenNewToMockito","7","4","0","0.0","0","38400","21500.0","21200"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicIntegerArrayWeakCompareAndSetToWeakCompareAndSetPlain","7","4","7000","0.0","4700","15600","2288.0","9100"
"org.openrewrite.java.migrate.jakarta.JacksonJavaxToJakarta","7","4","13400","0.0","5600","12800","2912.0","3700"
"org.openrewrite.java.spring.data.UpgradeSpringData_3_4","7","4","10500","0.0","4200","7000","1648.0","1600"
"org.openrewrite.java.migrate.jakarta.JavaxBeanValidationXmlToJakartaBeanValidationXml","7","4","4400","0.0","1000","13600","4576.0","4500"
"org.openrewrite.maven.RemovePluginDependency","7","4","0","0.0","0","1052600","508.0","1050600"
"org.openrewrite.openapi.swagger.MigrateApiModelPropertyToSchema","7","4","11500","0.0","7400","21000","3296.0","10000"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayWebMvcProperties","7","4","917100","0.0","771900","6800","2288.0","2300"
"org.openrewrite.java.spring.boot2.MergeBootstrapYamlWithApplicationYaml","7","4","836100","0.0","444500","48100","6592.0","27900"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2","7","4","31700","0.0","4200","45600","5628.0","8700"
"org.openrewrite.java.migrate.jakarta.UpdateManagedBeanToNamed","7","4","0","0.0","0","295600","245728.0","240500"
"org.openrewrite.java.migrate.jakarta.JavaxXmlWsMigrationToJakartaXmlWs","7","4","13800","0.0","5800","18300","4064.0","6000"
"org.openrewrite.hibernate.TypeAnnotationParameter","7","4","0","0.0","0","55200","24572.0","23600"
"org.openrewrite.java.migrate.nio.file.PathsGetToPathOf","7","4","8600","0.0","4600","29300","12784.0","12300"
"org.openrewrite.java.spring.batch.MigrateJobParameter","7","4","0","0.0","0","42500","31740.0","30800"
"org.openrewrite.java.migrate.jakarta.RemovedIsParmetersProvidedMethod","7","4","5800","0.0","2000","7700","2288.0","2300"
"org.openrewrite.java.migrate.jakarta.JavaxAuthenticationMigrationToJakartaAuthentication","7","4","19200","0.0","12300","234600","2168.0","229100"
"org.openrewrite.openapi.swagger.MigrateApiParamToParameter","7","4","11500","0.0","8600","26700","2880.0","14100"
"org.openrewrite.java.testing.arquillian.ArquillianJUnit4ToArquillianJUnit5","7","4","0","0.0","0","43700","3680.0","31600"
"org.openrewrite.java.migrate.ReferenceCloneMethod","7","4","0","0.0","0","18100","9724.0","9500"
"org.openrewrite.java.spring.batch.JobParameterToString","7","4","0","0.0","0","6200","3580.0","3500"
"org.openrewrite.java.spring.framework.MigrateResponseEntityExceptionHandlerHttpStatusToHttpStatusCode","7","4","0","0.0","0","64100","15868.0","15800"
"org.openrewrite.java.springdoc.SwaggerToSpringDoc","7","4","17400","0.0","12400","62900","4288.0","49800"
"org.openrewrite.java.testing.dbrider.MigrateDbRiderSpringToDbRiderJUnit5","7","4","0","0.0","0","113400","6128.0","99100"
"org.openrewrite.maven.ExcludeDependency","7","4","0","0.0","0","896900","8700.0","751500"
"org.openrewrite.java.spring.kafka.KafkaTestUtilsDuration","7","4","0","0.0","0","28700","19448.0","18500"
"org.openrewrite.java.migrate.javaee6","7","4","8400","0.0","6200","8200","1016.0","4300"
"org.openrewrite.apache.httpclient5.NewStatusLine","7","4","0","0.0","0","13100","2300.0","2200"
"org.openrewrite.java.AddLiteralMethodArgument","7","4","0","0.0","0","183800","4604.0","9800"
"org.openrewrite.java.migrate.BounceCastleFromJdk15OntoJdk18On","7","4","10800","0.0","7600","38300","17344.0","17000"
"org.openrewrite.java.migrate.javaee8","7","4","9500","0.0","7000","12200","2672.0","6000"
"org.openrewrite.java.migrate.javaee7","7","4","9900","0.0","7300","13400","2288.0","6500"
"org.openrewrite.java.migrate.jakarta.JavaxPersistenceToJakartaPersistence","7","4","39400","0.0","10300","60300","5616.0","10900"
"org.openrewrite.java.ChangeType","7","4","0","0.0","0","125431400","360444.0","4223000"
"org.openrewrite.java.testing.mockito.MockitoJUnitRunnerToExtension","7","4","0","0.0","0","48300","17400.0","16500"
"org.openrewrite.maven.RemovePlugin","7","4","0","0.0","0","170800","1660.0","167500"
"org.openrewrite.java.spring.boot3.ChangeCassandraGroupId","7","4","8800","0.0","3500","9900","1712.0","4600"
"org.openrewrite.java.migrate.javax.AddJaxwsDependencies","7","4","25600","0.0","16800","17400","1520.0","11700"
"org.openrewrite.java.spring.data.MigrateJpaSort","7","4","0","0.0","0","426800","278520.0","269900"
"org.openrewrite.java.testing.junit5.TestRuleToTestInfo","7","4","0","0.0","0","12000","2552.0","5100"
"org.openrewrite.java.spring.boot2.ChangeEmbeddedServletContainerCustomizer","7","4","0","0.0","0","101800","77808.0","74000"
"org.openrewrite.java.migrate.jakarta.UpdateJakartaXmlWsEE10","7","4","14500","0.0","7900","10400","1136.0","5600"
"org.openrewrite.java.testing.junit5.ThrowingRunnableToExecutable","7","4","0","0.0","0","43000","14832.0","20700"
"org.openrewrite.java.migrate.jakarta.UpdateGetRealPath","7","4","0","0.0","0","295000","221180.0","215800"
"org.openrewrite.java.migrate.jakarta.WsWsocServerContainerDeprecation","7","4","6400","0.0","3900","11400","3680.0","3600"
"org.openrewrite.java.migrate.net.MigrateMulticastSocketGetTTLToGetTimeToLive","7","4","9000","0.0","6200","20000","3680.0","10700"
"org.openrewrite.java.testing.junit5.MigrateAssumptions","7","4","0","0.0","0","35300","1648.0","30900"
"org.openrewrite.java.migrate.javax.HttpSessionInvalidate","7","4","0","0.0","0","228600","196600.0","191400"
"org.openrewrite.java.migrate.sql.MigrateDriverManagerSetLogStream","7","4","0","0.0","0","10700","3580.0","4800"
"org.openrewrite.java.migrate.jakarta.JavaxTransactionMigrationToJakartaTransaction","7","4","16100","0.0","9500","10800","1392.0","5100"
"org.openrewrite.java.migrate.lombok.LombokValToFinalVar","7","4","0","0.0","0","216900","155632.0","153700"
"org.openrewrite.java.migrate.AddStaticVariableOnProducerSessionBean","7","4","5982400","0.0","5856100","193900","36736.0","127000"
"org.openrewrite.apache.httpclient5.NewRequestLine","7","4","0","0.0","0","13800","2044.0","2000"
"org.openrewrite.java.spring.framework.MigrateMethodArgumentNotValidExceptionErrorMethod","7","4","0","0.0","0","46900","40956.0","40900"
"org.openrewrite.java.ReplaceStringLiteralValue","7","4","0","0.0","0","495800","409596.0","407200"
"org.openrewrite.java.spring.boot2.MigrateWebTestClientBuilderCustomizerPackageName","7","4","23100","0.0","10800","9700","2800.0","3100"
"org.openrewrite.java.migrate.jakarta.JavaxWebFragmentXmlToJakartaWebFragmentXml","7","4","8100","0.0","1500","18500","2288.0","6300"
"org.openrewrite.java.spring.boot3.MigrateMaxHttpHeaderSize","7","4","4000","0.0","2300","12800","3952.0","3900"
"org.openrewrite.maven.RemoveDuplicateDependencies","7","4","0","0.0","0","3098600","920.0","2503000"
"org.openrewrite.java.migrate.jakarta.JavaxJmsToJakartaJms","7","4","9200","0.0","4700","25900","4592.0","14600"
"org.openrewrite.java.spring.boot3.RelocateLauncherClasses","7","4","13300","0.0","4600","6000","2288.0","2300"
"org.openrewrite.java.migrate.logging.MigrateGetLoggingMXBeanToGetPlatformMXBean","7","4","0","0.0","0","154100","86008.0","84500"
"org.openrewrite.java.spring.cloud2022.MigrateRequestMappingOnFeignClient","7","4","0","0.0","0","18500","6128.0","5900"
"org.openrewrite.java.migrate.jakarta.RemoveJakartaAnnotationDependencyWhenManagedBySpringBoot","7","4","11104400","0.0","10066400","9800","1632.0","3200"
"org.openrewrite.java.ChangeMethodInvocationReturnType","7","4","0","0.0","0","2256600","344060.0","328500"
"org.openrewrite.java.migrate.javax.MigrateSimpleAnnotationValueVisitor6To9","7","4","10100","0.0","7000","11200","2160.0","5100"
"org.openrewrite.java.migrate.jakarta.JavaxWsToJakartaWs","7","4","11700","0.0","5800","16700","2928.0","7300"
"org.openrewrite.maven.AddAnnotationProcessor","7","4","0","0.0","0","1900","204.0","1200"
"org.openrewrite.java.spring.test.SpringRulesToJUnitExtension","7","4","0","0.0","0","53800","38908.0","37400"
"org.openrewrite.java.migrate.jakarta.JavaxEnterpriseToJakartaEnterprise","7","4","5000","0.0","2800","8000","1648.0","2200"
"org.openrewrite.java.spring.SeparateApplicationYamlByProfile","7","4","213300","0.0","114000","214600","90048.0","107500"
"org.openrewrite.java.spring.cloud2024.UpgradeSpringCloud_2024","7","4","12600","0.0","4200","14300","4576.0","4600"
"org.openrewrite.java.spring.security5.UpdateSCryptPasswordEncoder","7","4","0","0.0","0","17900","13304.0","13200"
"org.openrewrite.java.spring.security5.ReplaceGlobalMethodSecurityWithMethodSecurityXml","7","4","6800","0.0","2600","37300","20464.0","20300"
"org.openrewrite.java.spring.security6.oauth2.server.resource.OAuth2ResourceServerLambdaDsl","7","4","0","0.0","0","17700","8696.0","8200"
"org.openrewrite.java.spring.boot2.ReplaceExtendWithAndContextConfiguration","7","4","0","0.0","0","23300","9208.0","9200"
"org.openrewrite.java.migrate.javaee7.OpenJPAPersistenceProvider","7","4","7700","0.0","5200","16600","3312.0","7700"
"org.openrewrite.java.spring.boot3.AddValidToNestedConfigProperties","7","4","0","0.0","0","66700","31728.0","31700"
"org.openrewrite.java.spring.boot2.RemoveObsoleteSpringRunners","7","4","9300","0.0","5800","24100","7904.0","10700"
"org.openrewrite.java.spring.framework.HttpComponentsClientHttpRequestFactoryReadTimeout","7","4","0","0.0","0","12500","2044.0","2000"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeMaven","7","4","0","0.0","0","351600","604.0","350200"
"org.openrewrite.xml.ChangeTagName","7","4","0","0.0","0","351600","1532.0","246400"
"org.openrewrite.java.migrate.javax.MigrateTypeKindVisitor6To9","7","4","6500","0.0","3300","13000","1904.0","5500"
"org.openrewrite.maven.RemoveExclusion","7","4","0","0.0","0","1059800","204.0","672500"
"org.openrewrite.java.migrate.jakarta.JavaxBatchMigrationToJakartaBatch","7","4","17800","0.0","6300","19100","1328.0","13500"
"org.openrewrite.java.migrate.UpgradeBuildToJava17","7","4","10400","0.0","5600","31900","6592.0","11800"
"org.openrewrite.java.migrate.jakarta.JakartaFacesConfigXml4","7","4","9400","0.0","6400","12900","3264.0","3300"
"org.openrewrite.java.ReplaceConstantWithAnotherConstant","7","4","0","0.0","0","523800","16380.0","64800"
"org.openrewrite.java.migrate.UpgradeBuildToJava11","7","4","9400","0.0","7100","9900","1840.0","3000"
"org.openrewrite.java.spring.boot2.UnnecessarySpringRunWith","7","4","17400","0.0","8900","65000","49136.0","47900"
"org.openrewrite.java.migrate.JREWrapperInterface","7","4","9000","0.0","3400","18000","3424.0","5900"
"org.openrewrite.java.testing.mockito.Mockito4to5Only","7","4","14800","0.0","7500","13600","4320.0","4300"
"org.openrewrite.java.testing.junit5.UseTestMethodOrder","7","4","0","0.0","0","25500","14832.0","14500"
"org.openrewrite.java.migrate.util.OptionalStreamRecipe","7","4","0","0.0","0","13900","5628.0","5600"
"org.openrewrite.java.spring.boot2.MigrateErrorControllerPackageName","7","4","6400","0.0","3700","120600","4080.0","112800"
"org.openrewrite.java.migrate.jakarta.JettyUpgradeEE9","7","4","7800","0.0","4700","29400","4576.0","11900"
"org.openrewrite.java.SimplifyMethodChain","7","4","0","0.0","0","215500","59388.0","57400"
"org.openrewrite.java.spring.cloud2022.AddLoggingPatternLevelForSleuth","7","4","2195300","0.0","2030400","165100","6912.0","131700"
"org.openrewrite.java.spring.framework.MigrateInstantiationAwareBeanPostProcessorAdapter","7","4","0","0.0","0","65200","19452.0","18900"
"org.openrewrite.openapi.swagger.MigrateSwaggerDefinitionToOpenAPIDefinition","7","4","0","0.0","0","14600","2800.0","5800"
"org.openrewrite.java.migrate.jakarta.JavaxPersistenceXmlToJakartaPersistenceXml","7","4","55800","0.0","8300","39400","2808.0","4400"
"org.openrewrite.java.spring.doc.MigrateDocketBeanToGroupedOpenApiBean","7","4","5024600","0.0","4076200","78600","6272.0","51900"
"org.openrewrite.java.migrate.RemovedModifierAndConstantBootstrapsConstructors","7","4","9200","0.0","6100","12300","5872.0","5800"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioClassMapping","7","4","21300","0.0","5200","20500","1648.0","1600"
"org.openrewrite.java.DeleteMethodArgument","7","4","0","0.0","0","275100","12284.0","20500"
"org.openrewrite.java.migrate.jakarta.UpdateEclipseLinkDependencies","7","4","8000","0.0","3100","17300","12272.0","11800"
"org.openrewrite.java.migrate.jakarta.UpdateYassonDependencies","7","4","4000","0.0","1400","14400","7408.0","7300"
"org.openrewrite.apache.httpclient5.OutputBufferWriteAddOffsetAndLengthArguments","7","4","0","0.0","0","25500","5372.0","5200"
"org.openrewrite.java.migrate.jakarta.RemovalsServletJakarta10","7","4","10600","0.0","6400","9300","2272.0","2300"
"org.openrewrite.apache.httpclient5.RemoveByteBufferAllocators","7","4","0","0.0","0","34900","4604.0","4500"
"org.openrewrite.java.testing.mockito.ReplaceInitMockToOpenMock","7","4","0","0.0","0","66600","26620.0","25900"
"org.openrewrite.java.flyway.AddFlywayModuleOracle","7","4","10800","0.0","5100","6700","924.0","4000"
"org.openrewrite.java.migrate.MXBeanRule","7","4","0","0.0","0","413000","327664.0","317700"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongArrayWeakCompareAndSetToWeakCompareAndSetPlain","7","4","6200","0.0","4400","12800","2168.0","7200"
"org.openrewrite.java.testing.junit5.RunnerToExtension","7","4","0","0.0","0","70900","20472.0","19900"
"org.openrewrite.java.RemoveMethodInvocations","7","4","0","0.0","0","334100","15356.0","19300"
"org.openrewrite.java.migrate.jakarta.FileuploadToFileUpload2","7","4","5100","0.0","2600","8200","1520.0","2500"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayProxyWebfluxProperties","7","4","1572800","0.0","1418700","6300","1520.0","1500"
"org.openrewrite.java.testing.junit5.UseWiremockExtension","7","4","0","0.0","0","107900","69616.0","67300"
"org.openrewrite.maven.UpgradeParentVersion","7","4","0","0.0","0","62299815500","2.4696061948E10","36547534800"
"org.openrewrite.java.spring.boot2.MigrateRestClientBuilderCustomizerPackageName","7","4","22200","0.0","10300","13800","1392.0","8100"
"org.openrewrite.java.migrate.util.OptionalNotEmptyToIsPresent","7","4","0","0.0","0","142200","53232.0","52600"
"org.openrewrite.java.spring.framework.EnvironmentAcceptsProfiles","7","4","0","0.0","0","131000","18428.0","17900"
"org.openrewrite.java.migrate.DeprecatedCountStackFramesMethod","7","4","8400","0.0","5400","30800","13808.0","13400"
"org.openrewrite.java.spring.data.UpgradeSpringData_2_7","7","4","21600","0.0","11700","15900","2544.0","9600"
"org.openrewrite.java.spring.framework.MigrateHandlerInterceptor","7","4","0","0.0","0","54900","9208.0","8900"
"org.openrewrite.java.spring.data.UpgradeSpringData_2_3","7","4","7600","0.0","4000","10100","1328.0","5700"
"org.openrewrite.java.migrate.jakarta.Faces3xMigrationToFaces4x","7","4","6700","0.0","3400","17200","2496.0","3700"
"org.openrewrite.java.spring.data.UpgradeSpringData_2_5","7","4","16100","0.0","12200","12500","1392.0","6300"
"org.openrewrite.java.testing.junit5.JUnit4to5Migration","7","4","3329300","0.0","2988000","10500","912.0","6700"
"org.openrewrite.java.spring.boot3.RemoveConstructorBindingAnnotation","7","4","0","0.0","0","47200","28608.0","28300"
"org.openrewrite.gradle.AddDependency","7","4","325700","0.0","76100","80500","23424.0","29000"
"org.openrewrite.maven.RemoveProperty","7","4","0","0.0","0","220600","204.0","219900"
"org.openrewrite.java.migrate.util.ReplaceMathRandomWithThreadLocalRandomRecipe","7","4","0","0.0","0","17300","11768.0","11400"
"org.openrewrite.java.migrate.lombok.LombokOnXToOnX_","7","4","0","0.0","0","370500","360432.0","355500"
"org.openrewrite.java.spring.batch.MigrateMethodAnnotatedByBatchAPI","7","4","0","0.0","0","290900","155640.0","148900"
"org.openrewrite.staticanalysis.PrimitiveWrapperClassConstructorToValueOf","7","4","0","0.0","0","77600","57328.0","55800"
"org.openrewrite.java.spring.NoRequestMappingAnnotation","7","4","0","0.0","0","86000","17400.0","54200"
"org.openrewrite.java.spring.batch.MigrateStepBuilderFactory","7","4","0","0.0","0","5900","2300.0","2200"
"org.openrewrite.java.spring.framework.MigrateUriComponentsBuilderMethods","7","4","0","0.0","0","24000","17404.0","16700"
"org.openrewrite.java.migrate.jakarta.DeprecatedCDIAPIsRemoved40","7","4","9500","0.0","4400","21700","8160.0","8000"
"org.openrewrite.java.spring.boot3.ReplaceRestTemplateBuilderMethods","7","4","20500","0.0","9900","15200","5600.0","5600"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_0","7","4","5700","0.0","2000","27600","5312.0","9000"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_1","7","4","10900","0.0","5500","13700","2912.0","4300"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_2","7","4","11400","0.0","6100","13800","2288.0","6500"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_3","7","4","5400","0.0","2100","7500","2680.0","2600"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_4","7","4","8500","0.0","3600","5400","1392.0","1400"
"org.openrewrite.java.migrate.jakarta.JavaxSecurityToJakartaSecurity","7","4","28900","0.0","15700","10700","1208.0","5700"
"org.openrewrite.java.AddCommentToMethodInvocations","7","4","0","0.0","0","438200","31740.0","95000"
"org.openrewrite.java.migrate.ArrayStoreExceptionToTypeNotPresentException","7","4","0","0.0","0","24900","13308.0","12900"
"org.openrewrite.java.migrate.jakarta.JavaxJwsToJakartaJws","7","4","8100","0.0","3400","13600","1712.0","6700"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_5","7","4","12000","0.0","4300","7100","1840.0","1800"
"org.openrewrite.java.migrate.jakarta.JavaxElToJakartaEl","7","4","5600","0.0","3300","8900","1904.0","2700"
"org.openrewrite.java.dependencies.UpgradeDependencyVersion","7","4","2058961500","0.0","1827741400","180179900","102272.0","18014600"
"org.openrewrite.java.testing.mockito.Mockito1to3Migration","7","4","16100","0.0","5100","18100","1520.0","8800"
"org.openrewrite.java.migrate.jakarta.JakartaFacesEcmaScript","7","4","59900","0.0","54100","25600","2928.0","6800"
"org.openrewrite.java.migrate.javax.AddInjectDependencies","7","4","13600","0.0","11100","28200","8672.0","11900"
