"The recipe","Source file count","Source file changed count","Cumulative scanning time (ns)","99th percentile scanning time (ns)","Max scanning time (ns)","Cumulative edit time (ns)","99th percentile edit time (ns)","Max edit time (ns)"
"The recipe whose stats are being measured both individually and cumulatively.","The number of source files the recipe ran over.","The number of source files which were changed in the recipe run. Includes files created, deleted, and edited.","The total time spent across the scanning phase of this recipe.","99 out of 100 scans completed in this amount of time.","The max time scanning any one source file.","The total time spent across the editing phase of this recipe.","99 out of 100 edits completed in this amount of time.","The max time editing any one source file."
"org.openrewrite.java.migrate.logging.MigrateLoggerGlobalToGetGlobal","7","4","0","0.0","0","55200","32752.0","31900"
"org.openrewrite.java.spring.framework.MigrateResponseStatusExceptionGetRawStatusCodeMethod","7","4","0","0.0","0","609500","196604.0","189100"
"org.openrewrite.java.spring.boot3.MigrateHooksToReactorContextProperty","7","4","984800","0.0","343000","53200","8576.0","30400"
"org.openrewrite.java.spring.boot2.MigrateRestTemplateBuilderBasicAuthorization","7","4","15500","0.0","6900","10800","1016.0","7200"
"org.openrewrite.java.testing.byteman.BytemanJUnit4ToBytemanJUnit5","7","4","0","0.0","0","39700","3168.0","28500"
"org.openrewrite.java.testing.junit5.UpgradeOkHttpMockWebServer","7","4","0","0.0","0","35500","3184.0","27500"
"org.openrewrite.java.AddCommentToImport","7","4","0","0.0","0","1775200","851964.0","823800"
"org.openrewrite.java.spring.batch.SpringBatch4To5Migration","7","4","5400","0.0","3000","25800","5600.0","5400"
"org.openrewrite.java.testing.junit5.UpdateBeforeAfterAnnotations","7","4","0","0.0","0","41700","8696.0","21100"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","7","4","15500","0.0","10500","9500","1144.0","5800"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","7","4","6300","0.0","4000","8300","1008.0","4400"
"org.openrewrite.java.migrate.javax.JavaxLangModelUtil","7","4","8900","0.0","5500","22700","7152.0","10400"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_3","7","4","13500","0.0","8500","10100","1720.0","5500"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_2","7","4","11600","0.0","10000","9500","1200.0","4500"
"org.openrewrite.java.testing.testcontainers.Testcontainers2Dependencies","7","4","34000","0.0","29000","32100","5600.0","15900"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_5","7","4","101300","0.0","92400","139000","4320.0","127400"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_4","7","4","17400","0.0","9600","13500","2928.0","5500"
"org.openrewrite.java.migrate.jakarta.JavaxFacesTagLibraryXmlToJakartaFacesTagLibraryXml","7","4","9300","0.0","2500","36400","11248.0","11000"
"org.openrewrite.java.ReorderMethodArguments","7","4","0","0.0","0","448000","94204.0","93100"
"org.openrewrite.maven.AddDependency","7","4","157900","0.0","108400","54300","18304.0","18400"
"org.openrewrite.java.spring.boot2.ServerHttpSecurityLambdaDsl","7","4","0","0.0","0","1769500","1769464.0","1765100"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioOutputBuffers","7","4","66800","0.0","46200","45200","8688.0","8500"
"org.openrewrite.java.testing.junit5.MockitoJUnitToMockitoExtension","7","4","0","0.0","0","27100","4856.0","4700"
"org.openrewrite.java.springdoc.SpringFoxToSpringDoc","7","4","12100","0.0","6300","11200","1520.0","6000"
"org.openrewrite.java.migrate.lang.JavaLangAPIs","7","4","11100","0.0","6500","16400","4592.0","7900"
"org.openrewrite.xml.ChangeTagValue","7","4","0","0.0","0","613600","604.0","150500"
"org.openrewrite.java.migrate.Jre17AgentMainPreMainPublic","7","4","12600","0.0","9700","15100","5104.0","6200"
"org.openrewrite.java.spring.data.JdbcTemplateQueryForLongMigration","7","4","0","0.0","0","16400","4604.0","4500"
"org.openrewrite.java.spring.data.MigrateAuditorAwareToOptional","7","4","0","0.0","0","32900","19448.0","19400"
"org.openrewrite.java.migrate.net.MigrateURLDecoderDecode","7","4","0","0.0","0","164400","73720.0","70300"
"org.openrewrite.java.migrate.util.OptionalNotPresentToIsEmpty","7","4","0","0.0","0","311000","204792.0","201400"
"org.openrewrite.java.spring.boot2.SpringBootMavenPluginMigrateAgentToAgents","7","4","0","0.0","0","3513200","508.0","3511300"
"org.openrewrite.xml.AddOrUpdateChildTag","7","4","0","0.0","0","146700","1328.0","142800"
"org.openrewrite.java.migrate.javax.AddJaxbDependenciesWithRuntime","7","4","7400","0.0","4200","33400","3936.0","21500"
"org.openrewrite.java.migrate.sql.JavaSqlAPIs","7","4","8500","0.0","5800","14900","1328.0","9600"
"org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_8","7","4","2400","0.0","800","6800","2800.0","2800"
"org.openrewrite.java.migrate.jakarta.JavaxInterceptorToJakartaInterceptor","7","4","9500","0.0","3500","13100","2288.0","4000"
"org.openrewrite.java.springdoc.ReplaceSpringFoxDependencies","7","4","20300","0.0","7900","53000","4832.0","43300"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClientDependencies","7","4","28900","0.0","4100","46800","20464.0","19600"
"org.openrewrite.text.FindAndReplace","7","4","0","0.0","0","13851000","229372.0","7016100"
"org.openrewrite.java.migrate.javax.MigrateElementScanner6To9","7","4","8300","0.0","5500","13100","2800.0","5900"
"org.openrewrite.openapi.swagger.ConvertApiResponseCodesToStrings","7","4","0","0.0","0","19700","6136.0","5900"
"org.openrewrite.RenameFile","7","4","0","0.0","0","63230800","2.725888E7","26414600"
"org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_7","7","4","11000","0.0","4600","17300","2416.0","3300"
"org.openrewrite.java.spring.security6.UpdateRequestCache","7","4","0","0.0","0","20000","10236.0","9800"
"org.openrewrite.java.flyway.MigrateToFlyway10","7","4","5100","0.0","1500","10600","1336.0","6600"
"org.openrewrite.java.springdoc.SecurityContextToSecurityScheme","7","4","0","0.0","0","2060700","1966048.0","1959000"
"org.openrewrite.java.migrate.util.UseEnumSetOf","7","4","0","0.0","0","301000","147440.0","146300"
"org.openrewrite.java.migrate.javax.MigrateJaxBWSPlugin","7","4","21800","0.0","15100","56600","6896.0","45800"
"org.openrewrite.java.migrate.jakarta.UpdateJakartaPlatform10","7","4","12600","0.0","9900","19200","5088.0","5100"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterOrDigitToIsJavaIdentifierPart","7","4","8000","0.0","6000","19400","6640.0","9100"
"org.openrewrite.java.spring.framework.MigrateResponseStatusException","7","4","12500","0.0","2800","39500","4336.0","4100"
"org.openrewrite.java.spring.security6.ApplyToWithLambdaDsl","7","4","0","0.0","0","263600","245744.0","244000"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_4_EnabledToAccess","7","4","5100","0.0","2400","5000","1520.0","1500"
"org.openrewrite.java.testing.junit5.UseMockitoExtension","7","4","12100","0.0","4900","27500","4320.0","15100"
"org.openrewrite.java.migrate.UpgradeToJava6","7","4","10300","0.0","7700","14500","5104.0","5900"
"org.openrewrite.java.migrate.UpgradeToJava7","7","4","8000","0.0","5400","11500","2288.0","5500"
"org.openrewrite.java.spring.security5.UpdatePbkdf2PasswordEncoder","7","4","0","0.0","0","16600","10736.0","10300"
"org.openrewrite.java.migrate.UpgradeToJava8","7","4","10200","0.0","6500","15800","2016.0","9600"
"org.openrewrite.java.testing.mockito.ReplacePowerMockito","7","4","44600","0.0","16500","33600","3680.0","10500"
"org.openrewrite.maven.ChangeManagedDependencyGroupIdAndArtifactId","7","4","0","0.0","0","675400","300.0","143700"
"org.openrewrite.config.DeclarativeRecipe$PreconditionBellwether","7","4","0","0.0","0","23304200","1179632.0","3559600"
"org.openrewrite.java.spring.security5.WebSecurityConfigurerAdapter","7","4","0","0.0","0","7204624900","7.247757296E9","7204594300"
"org.openrewrite.java.migrate.jakarta.FacesManagedBeansRemoved","7","4","7500","0.0","3900","8000","3312.0","3300"
"org.openrewrite.java.migrate.jakarta.RemovedStateManagerMethods","7","4","9500","0.0","2000","17500","3312.0","3800"
"org.openrewrite.java.migrate.ReplaceComSunAWTUtilitiesMethods","7","4","0","0.0","0","651600","491516.0","484700"
"org.openrewrite.java.migrate.jakarta.ServletCookieBehaviorChangeRFC6265","7","4","8700","0.0","6000","10400","3168.0","3100"
"org.openrewrite.apache.httpclient5.AddTimeUnitArgument","7","4","0","0.0","0","3538300","172028.0","175700"
"org.openrewrite.java.spring.boot2.ReplaceDeprecatedEnvironmentTestUtils","7","4","0","0.0","0","16900","5104.0","5900"
"org.openrewrite.java.testing.junit5.TimeoutRuleToClassAnnotation","7","4","0","0.0","0","10500","3832.0","3800"
"org.openrewrite.java.migrate.UpdateSdkMan","7","4","0","0.0","0","2030000","105984.0","567200"
"org.openrewrite.hibernate.MigrateBooleanMappings","7","4","0","0.0","0","241100","81912.0","78000"
"org.openrewrite.java.migrate.net.MigrateURLEncoderEncode","7","4","0","0.0","0","177100","139260.0","135400"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceWeakCompareAndSetToWeakCompareAndSetPlain","7","4","9700","0.0","7800","15500","3296.0","8000"
"org.openrewrite.java.migrate.jakarta.UpdateFileupload2Dependencies","7","4","5700","0.0","2000","33200","29680.0","29000"
"org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration","7","4","12700","0.0","5000","12300","1392.0","7300"
"org.openrewrite.java.migrate.lang.StringFormatted","7","4","0","0.0","0","89900","45052.0","43300"
"org.openrewrite.java.spring.kafka.KafkaOperationsSendReturnType","7","4","0","0.0","0","27400","19448.0","18900"
"org.openrewrite.java.testing.junit5.GradleUseJunitJupiter","7","4","0","0.0","0","5700","912.0","2500"
"org.openrewrite.java.migrate.jakarta.UpdateBeanManagerMethods","7","4","0","0.0","0","270900","204792.0","202900"
"org.openrewrite.java.migrate.jakarta.JavaxToJakartaCdiExtensions","7","4","3300","0.0","900","12200","5104.0","5100"
"org.openrewrite.hibernate.ReplaceLazyCollectionAnnotation","7","4","0","0.0","0","114700","24568.0","23600"
"org.openrewrite.java.migrate.jakarta.JavaxXmlBindMigrationToJakartaXmlBind","7","4","17000","0.0","5200","10900","2272.0","2800"
"org.openrewrite.java.migrate.BeansXmlNamespace","7","4","0","0.0","0","42300","412.0","40900"
"org.openrewrite.java.migrate.jakarta.JakartaFacesXhtmlEE9","7","4","14300","0.0","4700","37100","12784.0","12600"
"org.openrewrite.hibernate.TypeDescriptorToType","7","4","54100","0.0","10400","62600","8696.0","8600"
"org.openrewrite.java.migrate.jakarta.JavaxEjbToJakartaEjb","7","4","13000","0.0","5600","11600","1336.0","7400"
"org.openrewrite.openapi.swagger.MigrateApiToTag","7","4","0","0.0","0","15500","4080.0","4700"
"org.openrewrite.java.testing.testcontainers.GetHostMigration","7","4","0","0.0","0","59300","204.0","58800"
"org.openrewrite.java.migrate.ChangeDefaultKeyStore","7","4","0","0.0","0","303800","188408.0","181200"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayProxyWebMvcProperties","7","4","925500","0.0","424900","4400","1400.0","1400"
"org.openrewrite.java.migrate.RemovedFileIOFinalizeMethods","7","4","12300","0.0","9900","22100","1520.0","17300"
"org.openrewrite.java.spring.boot2.MigrateLoggingSystemPropertyConstants","7","4","0","0.0","0","20900","8696.0","8500"
"org.openrewrite.java.testing.junit5.RemoveObsoleteRunners","7","4","0","0.0","0","55700","20476.0","19900"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_3_0","7","4","9600","0.0","1700","14200","2424.0","2400"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_3_2","7","4","6800","0.0","3300","10400","1888.0","4400"
"org.openrewrite.java.migrate.jakarta.JavaxValidationMigrationToJakartaValidation","7","4","12000","0.0","6400","9700","1400.0","4300"
"org.openrewrite.java.spring.boot3.RemoveSolrAutoConfigurationExclude","7","4","0","0.0","0","1109600","1114080.0","1053200"
"org.openrewrite.java.migrate.logging.MigrateLoggerLogrbToUseResourceBundle","7","4","0","0.0","0","19500","11256.0","11000"
"org.openrewrite.java.migrate.jakarta.Faces2xMigrationToJakartaFaces3x","7","4","20800","0.0","14600","12400","1328.0","1300"
"org.openrewrite.java.testing.junit5.EnclosedToNested","7","4","0","0.0","0","13000","5112.0","5100"
"org.openrewrite.java.spring.framework.MigrateResourceHttpMessageWriterAddHeadersMethod","7","4","0","0.0","0","7500","3196.0","3100"
"org.openrewrite.maven.UpgradeDependencyVersion","7","4","432300","0.0","360600","824100","655232.0","637600"
"org.openrewrite.java.spring.cloud2022.DependencyUpgrades","7","4","2600","0.0","900","5700","1648.0","1600"
"org.openrewrite.java.spring.boot2.MigrateErrorPropertiesIncludeStackTraceConstants","7","4","0","0.0","0","19100","6652.0","6500"
"org.openrewrite.java.spring.batch.ListenerSupportClassToInterface","7","4","4900","0.0","1700","16700","2272.0","8400"
"org.openrewrite.java.spring.boot3.RemoveEnableBatchProcessing","7","4","0","0.0","0","398700","393200.0","382100"
"org.openrewrite.java.spring.boot2.MigrateHttpMessageConvertersPackageName","7","4","4300","0.0","1400","16300","2032.0","9800"
"org.openrewrite.java.RemoveAnnotationAttribute","7","4","0","0.0","0","84700","3952.0","3900"
"org.openrewrite.java.migrate.CastArraysAsListToList","7","4","0","0.0","0","14800","6396.0","6200"
"org.openrewrite.java.spring.boot2.MigrateHsqlEmbeddedDatabaseConnection","7","4","0","0.0","0","12300","6136.0","6100"
"org.openrewrite.hibernate.AddScalarPreferStandardBasicTypes","7","4","0","0.0","0","84300","18428.0","17800"
"org.openrewrite.java.spring.boot2.MigrateMultipartConfigFactory","7","4","0","0.0","0","38700","15864.0","15500"
"org.openrewrite.java.spring.boot2.RestTemplateBuilderRequestFactory","7","4","0","0.0","0","34200","22512.0","22100"
"org.openrewrite.apache.httpclient4.MappingDeprecatedClasses","7","4","20100","0.0","5700","18200","1328.0","2100"
"org.openrewrite.java.spring.security5.UseNewRequestMatchers","7","4","0","0.0","0","4088094600","4.16074956E9","4088086100"
"org.openrewrite.java.migrate.jakarta.JavaxResourceToJakartaResource","7","4","7500","0.0","4500","12700","4848.0","4800"
"org.openrewrite.apache.httpclient5.InputBufferReadAddOffsetAndLengthArguments","7","4","0","0.0","0","29400","5116.0","4900"
"org.openrewrite.java.migrate.javax.JavaxXmlStreamAPIs","7","4","7900","0.0","2500","11600","2672.0","3800"
"org.openrewrite.java.migrate.RemovedToolProviderConstructor","7","4","7200","0.0","2400","13700","2544.0","5900"
"org.openrewrite.java.migrate.RemovedRuntimeTraceMethods","7","4","6700","0.0","2800","32300","7904.0","9000"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMinorToInterim","7","4","15300","0.0","11400","14500","3312.0","6000"
"org.openrewrite.java.spring.CommentOutSpringPropertyKey","7","4","0","0.0","0","7214200","32764.0","494200"
"org.openrewrite.java.migrate.jakarta.JakartaEE10","7","4","14500","0.0","7200","14900","5344.0","5600"
"org.openrewrite.java.migrate.DeprecatedLogRecordThreadID","7","4","9100","0.0","5700","18400","3184.0","10700"
"org.openrewrite.java.migrate.jakarta.JakartaFacesXhtmlEE10","7","4","12800","0.0","10100","7200","1376.0","1400"
"org.openrewrite.java.migrate.jakarta.JavaxBeansXmlToJakartaBeansXml","7","4","12700","0.0","3200","21400","6592.0","6500"
"org.openrewrite.apache.httpclient5.CredentialsStoreClear","7","4","29100","0.0","7000","37300","7152.0","7000"
"org.openrewrite.java.migrate.jakarta.JakartaWebFragmentXml6","7","4","11900","0.0","9500","6500","1712.0","1700"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_ClassMapping","7","4","41200","0.0","23100","29900","2552.0","7200"
"org.openrewrite.java.migrate.net.JavaNetAPIs","7","4","14300","0.0","8200","26600","5568.0","8300"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime","7","4","0","0.0","0","3400","300.0","2200"
"org.openrewrite.java.migrate.AddLombokMapstructBinding","7","4","28100","0.0","15100","19100","5112.0","8500"
"org.openrewrite.openapi.swagger.MigrateApiParamDefaultValue","7","4","0","0.0","0","17600","5368.0","5300"
"org.openrewrite.java.spring.boot2.MigrateHibernateConstraintsToJavax","7","4","7900","0.0","3200","12700","1328.0","8100"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2_5","7","4","14900","0.0","2800","21100","5112.0","5000"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2_6","7","4","8300","0.0","1200","10200","1660.0","2100"
"org.openrewrite.java.testing.mockito.Mockito1to4Migration","7","4","34700","0.0","13400","25400","2812.0","15400"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2_2","7","4","42400","0.0","7500","32600","3320.0","6700"
"org.openrewrite.java.spring.boot2.MaybeAddJavaxValidationApi","7","4","35400","0.0","27300","14600","1712.0","8300"
"org.openrewrite.java.spring.framework.BeanMethodReturnNull","7","4","0","0.0","0","4123100","4194288.0","4105500"
"org.openrewrite.java.testing.junit5.AddMissingNested","7","4","0","0.0","0","34000","18428.0","17700"
"org.openrewrite.java.migrate.javaee8.ServletIsRequestedSessionIdFromURL","7","4","9500","0.0","6900","16800","7920.0","7800"
"org.openrewrite.staticanalysis.BigDecimalRoundingConstantsToEnums","7","4","0","0.0","0","108200","94176.0","92800"
"org.openrewrite.java.migrate.jakarta.UpdateAddAnnotatedTypes","7","4","0","0.0","0","258400","196604.0","194400"
"org.openrewrite.java.ReplaceAnnotation","7","4","0","0.0","0","512700","344056.0","335600"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayProperties","7","4","6500","0.0","3900","4700","1392.0","1400"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2_8","7","4","7600","0.0","4500","10300","3568.0","3500"
"org.openrewrite.java.ChangePackage","7","4","0","0.0","0","23927400","110576.0","2456700"
"org.openrewrite.staticanalysis.InstanceOfPatternMatch","7","4","0","0.0","0","809200","360440.0","346100"
"org.openrewrite.java.migrate.jakarta.JakartaFacesTagLibraryXml4","7","4","5200","0.0","2800","6900","1392.0","1400"
"org.openrewrite.java.spring.boot2.MigrateToWebServerFactoryCustomizer","7","4","17900","0.0","4800","21200","3324.0","13300"
"org.openrewrite.java.spring.boot2.SamlRelyingPartyPropertyApplicationPropertiesMove","7","4","0","0.0","0","48400","47096.0","45100"
"org.openrewrite.apache.commons.lang.UpgradeApacheCommonsLang_2_3","7","4","11700","0.0","3400","23600","7152.0","10500"
"org.openrewrite.java.migrate.RemovedPolicy","7","4","6200","0.0","3200","21000","3424.0","10100"
"org.openrewrite.java.spring.cloud2022.UpgradeSpringCloud_2022","7","4","4600","0.0","2400","16200","2800.0","6200"
"org.openrewrite.java.migrate.UseJavaUtilBase64","7","4","0","0.0","0","48100","28664.0","28600"
"org.openrewrite.java.migrate.javax.MigrateAbstractElementVisitor6To9","7","4","11500","0.0","8600","19900","6384.0","7200"
"org.openrewrite.java.spring.cloud2023.DependencyUpgrades","7","4","8100","0.0","4400","11400","7408.0","7400"
"org.openrewrite.java.testing.junit5.UpdateTestAnnotation","7","4","0","0.0","0","433800","221180.0","213000"
"org.openrewrite.java.dependencies.AddDependency","7","4","163710100","0.0","96128000","7304900","94080.0","688400"
"org.openrewrite.java.testing.junit5.MigrateJUnitTestCase","7","4","0","0.0","0","20800","7420.0","7400"
"org.openrewrite.java.spring.ChangeSpringPropertyKey","7","4","0","0.0","0","50023200","94204.0","3105000"
"org.openrewrite.maven.AddPlugin","7","4","0","0.0","0","2300","300.0","1100"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_0","7","4","17700","0.0","3600","42800","5104.0","4900"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_1","7","4","11900","0.0","3300","27800","3836.0","7100"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_2","7","4","9200","0.0","2300","12000","1404.0","7800"
"org.openrewrite.java.spring.boot2.MigrateUndertowServletWebServerFactorySetEagerInitFilters","7","4","10600","0.0","7600","12800","1520.0","6700"
"org.openrewrite.java.migrate.DeprecatedJavaxSecurityCert","7","4","8900","0.0","6000","19600","5104.0","8700"
"org.openrewrite.java.testing.junit5.AddHamcrestJUnitDependency","7","4","541000","0.0","210000","43000","6784.0","16700"
"org.openrewrite.jenkins.UpgradeJavaVersion","7","4","540600","0.0","373300","858100","38784.0","458100"
"org.openrewrite.java.springdoc.MigrateSpringdocCommon","7","4","11000","0.0","5500","19800","6112.0","5900"
"org.openrewrite.java.spring.data.MigrateQueryToNativeQuery","7","4","0","0.0","0","23000","11256.0","11100"
"org.openrewrite.java.flyway.AddFlywayModulePostgreSQL","7","4","8400","0.0","1900","8500","1648.0","4300"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioUtilMapping","7","4","14700","0.0","3900","17900","2800.0","2700"
"org.openrewrite.java.migrate.jakarta.UpdateAnnotationAttributeJavaxToJakarta","7","4","0","0.0","0","935600","327676.0","313000"
"org.openrewrite.java.testing.hamcrest.AddHamcrestIfUsed","7","4","15600","0.0","8300","20200","3168.0","9100"
"org.openrewrite.micrometer.UpgradeMicrometer_1_13","7","4","10500","0.0","6700","9600","1648.0","4500"
"org.openrewrite.java.migrate.lang.MigrateClassLoaderDefineClass","7","4","0","0.0","0","699800","458744.0","445200"
"org.openrewrite.java.spring.boot3.ReplaceRestTemplateBuilderRequestFactoryMethod","7","4","0","0.0","0","4700","1724.0","1700"
"org.openrewrite.java.migrate.jakarta.JavaxEEApiToJakarta","7","4","3700","0.0","1600","8700","2016.0","2000"
"org.openrewrite.java.migrate.jakarta.UpdateRestLet2_6","7","4","8400","0.0","3300","11300","1824.0","3800"
"org.openrewrite.java.migrate.javax.AddCommonAnnotationsDependencies","7","4","12300","0.0","5400","34600","1904.0","29000"
"org.openrewrite.maven.UseMavenCompilerPluginReleaseConfiguration","7","4","0","0.0","0","634800","700.0","422100"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongWeakCompareAndSetToWeakCompareAndSetPlain","7","4","7200","0.0","5200","13200","2288.0","5600"
"org.openrewrite.apache.commons.lang.WordUtilsToCommonsText","7","4","4000","0.0","1400","15800","1904.0","9600"
"org.openrewrite.java.migrate.javax.MigrateXMLOutputFactoryNewInstanceToNewFactory","7","4","5500","0.0","3200","10900","4592.0","4400"
"org.openrewrite.java.spring.security5.UpdateArgon2PasswordEncoder","7","4","0","0.0","0","12100","6908.0","6800"
"org.openrewrite.java.migrate.javax.MigrateSimpleTypeVisitor6To9","7","4","7600","0.0","5500","15000","2416.0","6500"
"org.openrewrite.openapi.swagger.UseJakartaSwaggerArtifacts","7","4","26300","0.0","4000","22000","1212.0","1700"
"org.openrewrite.java.spring.framework.MigrateUtf8MediaTypes","7","4","0","0.0","0","84600","18428.0","17700"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterToIsJavaIdentifierStart","7","4","7500","0.0","5200","16400","2416.0","10400"
"org.openrewrite.openapi.swagger.MigrateApiOperationToOperation","7","4","24100","0.0","16400","22600","3296.0","12000"
"org.openrewrite.java.spring.boot3.DowngradeServletApiWhenUsingJetty","7","4","0","0.0","0","384100","1144.0","380300"
"org.openrewrite.java.spring.doc.RemoveBeanValidatorPluginsConfiguration","7","4","0","0.0","0","17900","4848.0","4800"
"org.openrewrite.java.spring.security6.RemoveFilterSecurityInterceptorOncePerRequest","7","4","0","0.0","0","795300","524284.0","522400"
"org.openrewrite.java.testing.mockito.MockitoWhenOnStaticToMockStatic","7","4","0","0.0","0","49700","21500.0","21500"
"org.openrewrite.java.migrate.logging.MigrateLogRecordSetMillisToSetInstant","7","4","0","0.0","0","117800","55288.0","54300"
"org.openrewrite.java.spring.cloud2023.UpgradeSpringCloud_2023","7","4","12700","0.0","4700","10800","2016.0","2700"
"org.openrewrite.java.testing.testcontainers.ExplicitContainerImage","7","4","0","0.0","0","41300","300.0","4300"
"org.openrewrite.java.spring.security6.PropagateAuthenticationServiceExceptions","7","4","0","0.0","0","27600","11768.0","11700"
