"The recipe","Source file count","Source file changed count","Cumulative scanning time (ns)","99th percentile scanning time (ns)","Max scanning time (ns)","Cumulative edit time (ns)","99th percentile edit time (ns)","Max edit time (ns)"
"org.openrewrite.java.migrate.BeanDiscovery","7","4","0","0.0","0","131400","824.0","128700"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_0","7","4","15600","0.0","3900","37700","1340.0","4100"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_5","7","4","18400","0.0","10400","20100","1404.0","3400"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_6","7","4","6900","0.0","2000","15800","1340.0","5700"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_3","7","4","10900","0.0","1300","31300","2428.0","2900"
"org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_4","7","4","13300","0.0","2800","23200","924.0","2600"
"org.openrewrite.maven.UpgradePluginVersion","7","4","0","0.0","0","1520300","10748.0","185400"
"org.openrewrite.java.migrate.UpgradePluginsForJava17","7","4","2600","0.0","1700","33300","1008.0","29300"
"org.openrewrite.java.migrate.UpgradePluginsForJava11","7","4","5400","0.0","4300","7700","2296.0","2400"
"org.openrewrite.java.migrate.jakarta.UpdateJerseyDependencies","7","4","5400","0.0","4300","2700","400.0","700"
"org.openrewrite.java.testing.junit5.CleanupJUnitImports","7","4","0","0.0","0","38700","27644.0","27300"
"org.openrewrite.java.migrate.jakarta.UpdateApacheShiroDependencies","7","4","2000","0.0","1100","6800","2296.0","2300"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionSecurityToUpdate","7","4","2100","0.0","1000","4300","504.0","2400"
"org.openrewrite.java.spring.boot2.SpringBootProperties_2_7","7","4","3400","0.0","1800","20900","14840.0","14700"
"org.openrewrite.java.spring.boot2.SpringBootProperties_2_5","7","4","3800","0.0","2500","7900","1904.0","4000"
"org.openrewrite.java.spring.boot2.SpringBootProperties_2_6","7","4","4200","0.0","3200","7900","592.0","4900"
"org.openrewrite.java.migrate.net.MigrateHttpURLConnectionHttpServerErrorToHttpInternalError","7","4","0","0.0","0","19600","12792.0","12300"
"org.openrewrite.java.spring.boot2.SpringBootProperties_2_3","7","4","2100","0.0","1200","7900","600.0","5400"
"org.openrewrite.java.migrate.ReplaceAWTGetPeerMethod","7","4","0","0.0","0","4700","2556.0","2500"
"org.openrewrite.java.spring.boot2.SpringBootProperties_2_4","7","4","6300","0.0","4100","4900","496.0","2300"
"org.openrewrite.java.spring.boot2.SpringBootProperties_2_1","7","4","2000","0.0","1400","7500","600.0","5600"
"org.openrewrite.apache.httpclient5.MigrateStringEntityStringCharsetConstructor","7","4","0","0.0","0","33600","6908.0","6700"
"org.openrewrite.java.spring.boot2.SpringBootProperties_2_2","7","4","1700","0.0","1100","9900","1328.0","6400"
"org.openrewrite.java.spring.boot2.SpringBootProperties_2_0","7","4","4300","0.0","2100","3700","504.0","1700"
"org.openrewrite.java.migrate.lang.ExplicitRecordImport","7","4","0","0.0","0","362600","155640.0","153800"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpCoreNioDependencies","7","4","5300","0.0","1200","6100","508.0","600"
"org.openrewrite.java.testing.junit5.ExpectedExceptionToAssertThrows","7","4","0","0.0","0","8200","4604.0","4600"
"org.openrewrite.java.testing.junit5.AssertToAssertions","7","4","0","0.0","0","8100","3320.0","3300"
"org.openrewrite.java.migrate.jakarta.JavaxXmlToJakartaXmlXJCBinding","7","4","7900","0.0","6200","19400","816.0","15800"
"org.openrewrite.java.testing.mockito.PowerMockitoMockStaticToMockito","7","4","0","0.0","0","85000","43004.0","41300"
"org.openrewrite.java.testing.junit5.UpgradeSurefirePlugin","7","4","0","0.0","0","27800","1136.0","24400"
"org.openrewrite.java.migrate.jakarta.MigratePluginsForJakarta10","7","4","4000","0.0","2400","6700","2800.0","2800"
"org.openrewrite.java.spring.boot2.MigrateConfigurationPropertiesBindingPostProcessorValidatorBeanName","7","4","0","0.0","0","158900","155644.0","155000"
"org.openrewrite.java.migrate.jakarta.RemovedUIComponentConstant","7","4","11000","0.0","8900","7100","1016.0","1200"
"org.openrewrite.java.migrate.jakarta.JavaxWebXmlToJakartaWebXml","7","4","2600","0.0","1200","15500","920.0","6700"
"org.openrewrite.xml.RemoveXmlTag","7","4","0","0.0","0","183500","204.0","182800"
"org.openrewrite.java.spring.ChangeMethodParameter","7","4","0","0.0","0","7200","4092.0","4000"
"org.openrewrite.java.migrate.RemovedSecurityManagerMethods","7","4","0","0.0","0","221400","147452.0","147400"
"org.openrewrite.java.spring.cloud2022.MigrateCloudSleuthToMicrometerTracing","7","4","4300","0.0","3300","3600","296.0","2000"
"org.openrewrite.maven.RemoveManagedDependency","7","4","0","0.0","0","245900","412.0","84800"
"org.openrewrite.openapi.swagger.SwaggerToOpenAPI","7","4","15300","0.0","13700","6800","408.0","5000"
"org.openrewrite.openapi.swagger.MigrateApiModelToSchema","7","4","0","0.0","0","6800","2168.0","2100"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceArrayWeakCompareAndSetToWeakCompareAndSetPlain","7","4","2100","0.0","1200","3900","408.0","2200"
"org.openrewrite.java.migrate.jakarta.UpgradeFaces3OpenSourceLibraries","7","4","4500","0.0","1400","6700","696.0","1700"
"org.openrewrite.java.migrate.jakarta.EhcacheJavaxToJakarta","7","4","1500","0.0","900","7400","1648.0","3100"
"org.openrewrite.java.spring.boot2.MigrateDatabaseCredentialsForToolYaml","7","4","0","0.0","0","1107100","786428.0","758900"
"org.openrewrite.java.spring.boot3.ConfigurationOverEnableSecurity","7","4","0","0.0","0","382000","278524.0","276400"
"org.openrewrite.java.migrate.jakarta.RemovedJakartaFacesResourceResolver","7","4","2800","0.0","1000","10300","2168.0","2100"
"org.openrewrite.apache.httpclient5.MigrateAuthScope","7","4","0","0.0","0","43300","7416.0","7300"
"org.openrewrite.java.testing.arquillian.ReplaceArquillianInSequenceAnnotation","7","4","0","0.0","0","8200","2416.0","2400"
"org.openrewrite.java.ChangeAnnotationAttributeName","7","4","0","0.0","0","61400","7164.0","7100"
"org.openrewrite.java.spring.security6.oauth2.client.OAuth2LoginLambdaDsl","7","4","0","0.0","0","23800","17392.0","17100"
"org.openrewrite.java.migrate.jakarta.JavaxWebsocketToJakartaWebsocket","7","4","1900","0.0","1100","20700","4576.0","4400"
"org.openrewrite.java.migrate.RemovedLegacySunJSSEProviderName","7","4","2200","0.0","1300","11200","1144.0","7300"
"org.openrewrite.java.migrate.jakarta.UpgradeFaces4OpenSourceLibraries","7","4","3200","0.0","1500","7000","1008.0","3800"
"org.openrewrite.java.spring.boot2.SpringBoot2BestPractices","7","4","11200","0.0","8000","17000","3552.0","6800"
"org.openrewrite.gradle.plugins.UpgradePluginVersion","7","4","1735100","0.0","533900","3733400","36832.0","2553000"
"org.openrewrite.java.spring.boot2.MigrateDatabaseCredentials","7","4","11200","0.0","9800","3800","408.0","2000"
"org.openrewrite.java.migrate.ReplaceLocalizedStreamMethods","7","4","0","0.0","0","108100","63484.0","61700"
"org.openrewrite.java.migrate.javax.MigrateElementKindVisitor6To9","7","4","1800","0.0","1000","3000","504.0","1000"
"org.openrewrite.java.spring.boot2.MigrateApplicationHealthIndicatorToPingHealthIndicator","7","4","11900","0.0","8200","4800","504.0","2700"
"org.openrewrite.java.migrate.UpgradeJavaVersion","7","4","0","0.0","0","2040000","884732.0","862500"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5","7","4","4900","0.0","1200","14900","1200.0","2800"
"org.openrewrite.java.spring.boot3.ActuatorEndpointSanitization","7","4","3800","0.0","2800","5400","592.0","2700"
"org.openrewrite.java.migrate.lang.MigrateClassNewInstanceToGetDeclaredConstructorNewInstance","7","4","0","0.0","0","90200","40956.0","39000"
"org.openrewrite.java.migrate.jakarta.JavaxXmlSoapToJakartaXmlSoap","7","4","5400","0.0","4800","38800","3424.0","28200"
"org.openrewrite.java.spring.batch.ReplaceSupportClassWithItsInterface","7","4","0","0.0","0","89300","47100.0","45900"
"org.openrewrite.apache.httpclient4.MigrateDefaultHttpClient","7","4","0","0.0","0","15600","2556.0","2500"
"org.openrewrite.java.spring.batch.ConvertReceiveTypeWhenCallStepExecutionMethod","7","4","0","0.0","0","13400","7136.0","7000"
"org.openrewrite.java.spring.boot2.HttpSecurityLambdaDsl","7","4","0","0.0","0","7476300","7602172.0","7470100"
"org.openrewrite.java.migrate.cobertura.RemoveCoberturaMavenPlugin","7","4","3500","0.0","1900","2900","408.0","1000"
"org.openrewrite.java.migrate.javax.MigrateXMLInputFactoryNewInstanceToNewFactory","7","4","2200","0.0","1300","3000","408.0","1100"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMajorToFeature","7","4","2500","0.0","1600","3900","408.0","2100"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_1","7","4","6300","0.0","1500","11800","700.0","1900"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_2","7","4","8500","0.0","2500","16200","828.0","4300"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_3","7","4","7200","0.0","2400","13800","600.0","2800"
"org.openrewrite.java.migrate.jacoco.UpgradeJaCoCo","7","4","3200","0.0","2400","4500","1848.0","1800"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_0","7","4","9000","0.0","2100","20600","2300.0","4700"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicBooleanWeakCompareAndSetToWeakCompareAndSetPlain","7","4","2100","0.0","1200","3500","408.0","2000"
"org.openrewrite.java.migrate.jakarta.JavaxDecoratorToJakartaDecorator","7","4","2200","0.0","1400","4800","696.0","2200"
"org.openrewrite.java.migrate.logging.JavaLoggingAPIs","7","4","2200","0.0","1000","11600","1200.0","7200"
"org.openrewrite.java.spring.security6.UpdateEnableReactiveMethodSecurity","7","4","0","0.0","0","4900","2172.0","2100"
"org.openrewrite.java.migrate.jakarta.JavaxEjbJarXmlToJakartaEjbJarXml","7","4","2400","0.0","1100","6400","592.0","3600"
"org.openrewrite.java.spring.security6.UseSha256InRememberMe","7","4","0","0.0","0","35000","29688.0","28700"
"org.openrewrite.hibernate.RemoveInvalidHibernateGeneratedValueAnnotation","7","4","0","0.0","0","14200","2812.0","2800"
"org.openrewrite.java.spring.security6.oauth2.client.OAuth2ClientLambdaDsl","7","4","0","0.0","0","7000","4348.0","4100"
"org.openrewrite.java.spring.data.RefactorSimpleMongoDbFactory","7","4","0","0.0","0","20900","13304.0","13000"
"org.openrewrite.apache.httpclient5.MigrateSSLConnectionSocketFactory","7","4","0","0.0","0","30000","5372.0","5200"
"org.openrewrite.java.migrate.BouncyCastleFromJdk15OnToJdk15to18","7","4","2700","0.0","1600","8900","700.0","7300"
"org.openrewrite.java.spring.security5.ReplaceGlobalMethodSecurityWithMethodSecurity","7","4","0","0.0","0","6700","1720.0","2700"
"org.openrewrite.java.migrate.javax.JavaxManagementMonitorAPIs","7","4","2000","0.0","1000","2900","504.0","1000"
"org.openrewrite.java.migrate.IllegalArgumentExceptionToAlreadyConnectedException","7","4","0","0.0","0","4000","2044.0","2000"
"org.openrewrite.java.spring.cloud2025.DependencyUpgrades","7","4","800","0.0","300","2800","824.0","800"
"org.openrewrite.java.migrate.RemovedSSLSessionGetPeerCertificateChainMethodImpl","7","4","2100","0.0","1600","9000","912.0","6000"
"org.openrewrite.java.ChangeMethodName","7","4","0","0.0","0","3807200","43004.0","113600"
"org.openrewrite.java.migrate.lombok.UpdateLombokToJava11","7","4","1900","0.0","1100","7700","816.0","4900"
"org.openrewrite.java.testing.junit5.UseXMLUnitLegacy","7","4","0","0.0","0","15600","816.0","12900"
"org.openrewrite.java.spring.framework.MigrateHandlerResultHasExceptionHandlerMethod","7","4","0","0.0","0","5600","2556.0","2500"
"org.openrewrite.java.migrate.jakarta.JettyUpgradeEE10","7","4","2900","0.0","1200","5600","1712.0","1700"
"org.openrewrite.java.migrate.AddMissingMethodImplementation","7","4","0","0.0","0","175300","31740.0","31500"
"org.openrewrite.java.migrate.ThreadStopDestroy","7","4","3400","0.0","2300","7000","816.0","3300"
"org.openrewrite.java.testing.junit5.UpdateMockWebServer","7","4","0","0.0","0","10400","6140.0","6100"
"org.openrewrite.java.spring.framework.UseObjectUtilsIsEmpty","7","4","15000","0.0","4500","17900","828.0","6500"
"org.openrewrite.java.spring.batch.UpgradeSkipPolicyParameterType","7","4","1800","0.0","1400","9500","3056.0","3900"
"org.openrewrite.java.migrate.JpaCacheProperties","7","4","0","0.0","0","55400","508.0","53900"
"org.openrewrite.java.ChangeMethodTargetToStatic","7","4","0","0.0","0","160700","15356.0","21600"
"org.openrewrite.java.testing.testcontainers.Testcontainers2Migration","7","4","3200","0.0","1400","6900","688.0","3700"
"org.openrewrite.java.migrate.javax.AddJaxbAPIDependencies","7","4","2100","0.0","1100","3400","400.0","1300"
"org.openrewrite.xml.ChangeTagAttribute","7","4","0","0.0","0","8931200","508.0","2286500"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_TimeUnit","7","4","2900","0.0","1200","13500","1840.0","1800"
"org.openrewrite.java.spring.boot2.HeadersConfigurerLambdaDsl","7","4","0","0.0","0","100800","98300.0","96100"
"org.openrewrite.java.migrate.lang.UseTextBlocks","7","4","0","0.0","0","361900","188412.0","185500"
"org.openrewrite.java.flyway.AddFlywayModuleMySQL","7","4","1700","0.0","300","2400","408.0","900"
"org.openrewrite.openapi.swagger.MigrateApiImplicitParam","7","4","0","0.0","0","11400","7164.0","7000"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_DeprecatedMethods","7","4","3300","0.0","1000","34200","5880.0","5700"
"org.openrewrite.java.testing.junit5.ExcludeJUnit4UnlessUsingTestcontainers","7","4","5300","0.0","2000","4700","600.0","2400"
"org.openrewrite.java.migrate.jakarta.RestAssuredJavaxToJakarta","7","4","2300","0.0","1200","3900","816.0","1000"
"org.openrewrite.java.testing.mockito.CleanupMockitoImports","7","4","0","0.0","0","133700","114684.0","112300"
"org.openrewrite.java.migrate.UpgradeToJava17","7","4","3700","0.0","1900","20200","1904.0","15800"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_2","7","4","4000","0.0","2300","4400","912.0","1500"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_3","7","4","3800","0.0","3000","3800","496.0","1400"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4","7","4","11200","0.0","9600","4300","496.0","2000"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5","7","4","7200","0.0","6600","4300","688.0","1800"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_0","7","4","4200","0.0","2900","5800","912.0","2100"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_1","7","4","2400","0.0","2200","3800","688.0","1500"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6","7","4","7200","0.0","6600","4700","592.0","2200"
"org.openrewrite.java.migrate.javax.MigrateAbstractTypeVisitor6To9","7","4","3300","0.0","1800","2800","504.0","1000"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7","7","4","7200","0.0","6300","6200","1200.0","3100"
"org.openrewrite.java.migrate.jakarta.JavaxAuthorizationMigrationToJakartaAuthorization","7","4","1900","0.0","1500","6400","696.0","3700"
"org.openrewrite.java.dependencies.ChangeDependency","7","4","0","0.0","0","50941900","11772.0","2150100"
"org.openrewrite.java.migrate.JREJdbcInterfaceNewMethods","7","4","2300","0.0","1300","9800","688.0","7000"
"org.openrewrite.java.spring.framework.MigrateResponseStatusExceptionGetStatusCodeMethod","7","4","0","0.0","0","15100","3196.0","3100"
"org.openrewrite.apache.httpclient4.UpgradeApacheHttpClient_4_5","7","4","3600","0.0","900","8800","824.0","800"
"org.openrewrite.openapi.swagger.MigrateApiImplicitParamsToParameters","7","4","2700","0.0","1600","8600","600.0","6300"
"org.openrewrite.java.migrate.javax.MigrateAbstractAnnotationValueVisitor6To9","7","4","2300","0.0","1500","4100","688.0","1500"
"org.openrewrite.java.spring.boot2.DatabaseComponentAndBeanInitializationOrdering","7","4","4556900","0.0","4442800","6100","592.0","3100"
"org.openrewrite.java.springdoc.ApiInfoBuilderToInfo","7","4","0","0.0","0","719400","77312.0","538200"
"org.openrewrite.java.testing.junit5.AddJupiterDependencies","7","4","1337700","0.0","1028700","2957200","8064.0","2928200"
"org.openrewrite.java.spring.batch.MigrateItemWriterWrite","7","4","0","0.0","0","14000","4604.0","4600"
"org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.2","7","4","5000","0.0","900","12100","924.0","1000"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicIntegerWeakCompareAndSetToWeakCompareAndSetPlain","7","4","1800","0.0","1000","4100","504.0","2200"
"org.openrewrite.java.testing.junit5.TemporaryFolderToTempDir","7","4","0","0.0","0","7800","2296.0","2700"
"org.openrewrite.java.migrate.logging.MigrateInterfaceLoggingMXBeanToPlatformLoggingMXBean","7","4","1900","0.0","1100","9200","408.0","7300"
"org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.0","7","4","3200","0.0","800","10200","1340.0","1300"
"org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.3","7","4","1500","0.0","500","5900","696.0","1000"
"org.openrewrite.java.migrate.javax.MigrateCounterMonitorSetThresholdToSetInitThreshold","7","4","1600","0.0","900","2700","604.0","1200"
"org.openrewrite.java.spring.boot2.DatabaseComponentAndBeanInitializationOrderingUnconditionally","7","4","0","0.0","0","20200","9720.0","9300"
"org.openrewrite.apache.httpclient5.CredentialsStoreSetCredentials","7","4","8600","0.0","1400","32100","4344.0","4200"
"org.openrewrite.java.migrate.InternalBindPackages","7","4","3300","0.0","1700","10500","1712.0","5600"
"org.openrewrite.java.migrate.jakarta.JavaxMailToJakartaMail","7","4","1900","0.0","1200","4600","824.0","1300"
"org.openrewrite.java.migrate.RemovedRMIConnectorServerCredentialTypesConstant","7","4","2000","0.0","1100","5900","920.0","3000"
"org.openrewrite.java.migrate.concurrent.JavaConcurrentAPIs","7","4","3000","0.0","1300","10600","688.0","7400"
"org.openrewrite.hibernate.MigrateToHibernate65","7","4","1900","0.0","600","5700","696.0","3400"
"org.openrewrite.hibernate.MigrateToHibernate64","7","4","4200","0.0","2100","9300","1336.0","2300"
"org.openrewrite.hibernate.MigrateToHibernate61","7","4","7400","0.0","3000","12500","1020.0","1200"
"org.openrewrite.hibernate.MigrateToHibernate60","7","4","5400","0.0","1300","9000","604.0","600"
"org.openrewrite.hibernate.MigrateToHibernate63","7","4","1200","0.0","200","5400","604.0","800"
"org.openrewrite.hibernate.MigrateToHibernate62","7","4","3900","0.0","1600","9700","604.0","2000"
"org.openrewrite.apache.httpclient5.ChangeArgumentToTimeValue","7","4","0","0.0","0","9000","2812.0","2800"
"org.openrewrite.gradle.UpdateJavaCompatibility","7","4","0","0.0","0","173200","20416.0","20200"
"org.openrewrite.java.migrate.jakarta.JohnzonJavaxToJakarta","7","4","2000","0.0","1200","15200","12272.0","12100"
"org.openrewrite.java.migrate.jakarta.JavaxFacesConfigXmlToJakartaFacesConfigXml","7","4","4100","0.0","2600","49900","23544.0","22600"
"org.openrewrite.java.testing.junit5.TempDirNonFinal","7","4","0","0.0","0","6000","1724.0","2100"
"org.openrewrite.java.spring.kafka.RemoveUsingCompletableFuture","7","4","0","0.0","0","3326200","3276796.0","3221500"
"org.openrewrite.gradle.UpdateGradleWrapper","7","4","4726300","0.0","3079700","102400","3568.0","30800"
"org.openrewrite.java.migrate.lang.MigrateSecurityManagerMulticast","7","4","0","0.0","0","3800","2044.0","2000"
"org.openrewrite.java.spring.boot2.UnnecessarySpringExtension","7","4","0","0.0","0","57400","27644.0","27500"
"org.openrewrite.java.spring.batch.RemoveDefaultBatchConfigurer","7","4","0","0.0","0","69200","63484.0","61800"
"org.openrewrite.java.flyway.AddFlywayModuleSqlServer","7","4","1700","0.0","400","2000","296.0","600"
"org.openrewrite.java.UseStaticImport","7","4","0","0.0","0","9500","4856.0","4800"
