"The recipe","Source file count","Source file changed count","Cumulative scanning time (ns)","99th percentile scanning time (ns)","Max scanning time (ns)","Cumulative edit time (ns)","99th percentile edit time (ns)","Max edit time (ns)"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeGradle","7","4","0","0.0","0","4400","920.0","1700"
"org.openrewrite.java.spring.data.UseJpaRepositoryDeleteAllInBatch","7","4","2400","0.0","1500","3100","508.0","1400"
"org.openrewrite.java.migrate.jakarta.RemovedSOAPElementFactory","7","4","2300","0.0","1100","3300","592.0","700"
"org.openrewrite.java.spring.security6.RemoveUseAuthorizationManager","7","4","2400","0.0","1500","6100","912.0","3200"
"org.openrewrite.java.migrate.jakarta.FacesJNDINamesChanged","7","4","10800","0.0","9600","15300","920.0","9500"
"org.openrewrite.java.spring.security5.AuthorizeHttpRequests","7","4","0","0.0","0","10871200","1.1010044E7","10830700"
"org.openrewrite.java.spring.NoAutowiredOnConstructor","7","4","0","0.0","0","8700","4344.0","4300"
"org.openrewrite.java.migrate.net.MigrateMulticastSocketSetTTLToSetTimeToLive","7","4","0","0.0","0","22000","15868.0","15400"
"org.openrewrite.java.spring.security6.RequireExplicitSavingOfSecurityContextRepository","7","4","0","0.0","0","10200","4348.0","4300"
"org.openrewrite.java.spring.framework.JdbcTemplateObjectArrayArgToVarArgs","7","4","0","0.0","0","47700","13308.0","13100"
"org.openrewrite.java.spring.boot2.MigrateActuatorMediaTypeToApiVersion","7","4","0","0.0","0","220500","163836.0","157000"
"org.openrewrite.java.spring.framework.MigrateSpringAssert","7","4","23200","0.0","16200","10500","700.0","2700"
"org.openrewrite.java.migrate.Java8toJava11","7","4","6400","0.0","5000","3900","1008.0","1100"
"org.openrewrite.java.spring.boot2.MigrateDatabaseCredentialsForToolProperties","7","4","0","0.0","0","62900","55292.0","53900"
"org.openrewrite.apache.httpclient5.UsernamePasswordCredentials","7","4","0","0.0","0","24500","14844.0","14600"
"org.openrewrite.scala.migrate.UpgradeScala_2_12","7","4","2300","0.0","1300","5100","816.0","2100"
"org.openrewrite.java.spring.framework.MigrateBase64Utils","7","4","0","0.0","0","21200","13308.0","13100"
"org.openrewrite.java.testing.dbrider.ExecutionListenerToDbRiderAnnotation","7","4","0","0.0","0","16900","11260.0","10800"
"org.openrewrite.java.spring.boot2.MoveAutoConfigurationToImportsFile","7","4","243200","0.0","206700","468900","18944.0","388300"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayWebfluxProperties","7","4","330300","0.0","212700","2400","600.0","600"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayDeprecatedModulesAndStarters","7","4","1400","0.0","800","2200","600.0","600"
"org.openrewrite.java.spring.boot2.MigrateUndertowServletWebServerFactoryIsEagerInitFilters","7","4","4200","0.0","2700","5000","600.0","2700"
"org.openrewrite.java.testing.mockito.CleanupPowerMockImports","7","4","0","0.0","0","19500","4604.0","4600"
"org.openrewrite.java.spring.framework.MigrateClientHttpResponseGetRawStatusCodeMethod","7","4","0","0.0","0","4200","1212.0","1800"
"org.openrewrite.java.testing.junit5.UseHamcrestAssertThat","7","4","0","0.0","0","16300","600.0","14100"
"org.openrewrite.java.spring.boot3.MigrateWebMvcTagsToObservationConvention","7","4","0","0.0","0","350200","155644.0","154800"
"org.openrewrite.java.migrate.jakarta.JavaxJsonToJakartaJson","7","4","2300","0.0","1200","4000","600.0","1700"
"org.openrewrite.java.migrate.jakarta.UpdateJakartaFacesApi3","7","4","3400","0.0","1200","6900","1016.0","1000"
"org.openrewrite.java.migrate.jakarta.UpdateJakartaFacesApi4","7","4","3000","0.0","1800","3900","592.0","1400"
"org.openrewrite.java.spring.DeleteSpringProperty","7","4","0","0.0","0","6041900","3407868.0","3385300"
"org.openrewrite.java.ChangeMethodAccessLevel","7","4","0","0.0","0","22800","2684.0","2600"
"org.openrewrite.github.SetupJavaUpgradeJavaVersion","7","4","0","0.0","0","24800","9712.0","9300"
"org.openrewrite.java.testing.junit5.EnvironmentVariables","7","4","0","0.0","0","8713000","8126460.0","7961800"
"org.openrewrite.java.migrate.JREThrowableFinalMethods","7","4","0","0.0","0","16100","8700.0","8600"
"org.openrewrite.hibernate.MigrateToHibernateDependencies60","7","4","3800","0.0","700","8200","604.0","600"
"org.openrewrite.java.migrate.jakarta.UpdateApacheWSSecurityPackages","7","4","2000","0.0","1400","7300","912.0","4500"
"org.openrewrite.java.testing.mockito.RemoveInitMocksIfRunnersSpecified","7","4","0","0.0","0","15200","6652.0","6600"
"org.openrewrite.apache.httpclient5.StatusLine","7","4","8400","0.0","4400","20100","2808.0","3900"
"org.openrewrite.maven.ChangePluginGroupIdAndArtifactId","7","4","0","0.0","0","63100","100.0","63000"
"org.openrewrite.java.testing.junit5.VertxUnitToVertxJunit5","7","4","7400","0.0","4400","10800","1840.0","5700"
"org.openrewrite.java.dependencies.RemoveDependency","7","4","2994100","0.0","1295700","5937900","34784.0","364700"
"org.openrewrite.java.spring.boot2.OutputCaptureExtension","7","4","0","0.0","0","11400","4344.0","4200"
"org.openrewrite.java.testing.junit5.ParameterizedRunnerToParameterized","7","4","0","0.0","0","14800","11260.0","11100"
"org.openrewrite.java.testing.junit5.CategoryToTag","7","4","0","0.0","0","6200","2684.0","2600"
"org.openrewrite.java.spring.boot3.MigrateThymeleafDependencies","7","4","2800","0.0","1400","11800","3680.0","3700"
"org.openrewrite.java.migrate.SunNetSslPackageUnavailable","7","4","2700","0.0","1500","6100","816.0","3400"
"org.openrewrite.java.spring.framework.MigrateHandlerResultSetExceptionHandlerMethod","7","4","0","0.0","0","18300","11260.0","10800"
"org.openrewrite.java.migrate.RemovedZipFinalizeMethods","7","4","2300","0.0","1300","10600","816.0","7300"
"org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet","7","4","1700","0.0","1100","8100","824.0","5100"
"org.openrewrite.java.migrate.jakarta.ApplicationPathWildcardNoLongerAccepted","7","4","0","0.0","0","224700","126972.0","124700"
"org.openrewrite.java.migrate.jakarta.JavaxActivationMigrationToJakartaActivation","7","4","1700","0.0","1100","7800","1136.0","3900"
"org.openrewrite.java.testing.mockito.AnyToNullable","7","4","4408600","0.0","3220200","88300","2752.0","65200"
"org.openrewrite.maven.UpdateMavenProjectPropertyJavaVersion","7","4","0","0.0","0","15798400","100.0","15479800"
"org.openrewrite.java.migrate.javax.MigrateSimpleElementVisitor6To9","7","4","1800","0.0","1000","3600","592.0","1200"
"org.openrewrite.java.testing.mockito.PowerMockitoWhenNewToMockito","7","4","0","0.0","0","11200","6652.0","6500"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicIntegerArrayWeakCompareAndSetToWeakCompareAndSetPlain","7","4","2100","0.0","1100","5800","688.0","2700"
"org.openrewrite.java.migrate.jakarta.JacksonJavaxToJakarta","7","4","2300","0.0","1600","3800","824.0","1400"
"org.openrewrite.java.spring.data.UpgradeSpringData_3_4","7","4","4000","0.0","1900","4500","1200.0","1200"
"org.openrewrite.java.migrate.jakarta.JavaxBeanValidationXmlToJakartaBeanValidationXml","7","4","2800","0.0","1200","5400","592.0","3000"
"org.openrewrite.maven.RemovePluginDependency","7","4","0","0.0","0","1663700","200.0","1662900"
"org.openrewrite.openapi.swagger.MigrateApiModelPropertyToSchema","7","4","5500","0.0","5000","9100","1648.0","5400"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayWebMvcProperties","7","4","192000","0.0","159900","3600","1916.0","1900"
"org.openrewrite.java.spring.boot2.MergeBootstrapYamlWithApplicationYaml","7","4","355600","0.0","208700","24600","2112.0","14100"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2","7","4","9700","0.0","4200","18700","1848.0","1900"
"org.openrewrite.java.migrate.jakarta.UpdateManagedBeanToNamed","7","4","0","0.0","0","130600","90104.0","89200"
"org.openrewrite.java.migrate.jakarta.JavaxXmlWsMigrationToJakartaXmlWs","7","4","2600","0.0","2100","6800","1904.0","2200"
"org.openrewrite.hibernate.TypeAnnotationParameter","7","4","0","0.0","0","19900","2940.0","2900"
"org.openrewrite.java.migrate.nio.file.PathsGetToPathOf","7","4","2300","0.0","1100","8500","1136.0","4600"
"org.openrewrite.java.spring.batch.MigrateJobParameter","7","4","0","0.0","0","22600","14332.0","14000"
"org.openrewrite.java.migrate.jakarta.RemovedIsParmetersProvidedMethod","7","4","2500","0.0","1200","4300","1008.0","1200"
"org.openrewrite.java.migrate.jakarta.JavaxAuthenticationMigrationToJakartaAuthentication","7","4","2200","0.0","1700","14100","816.0","10600"
"org.openrewrite.openapi.swagger.MigrateApiParamToParameter","7","4","6300","0.0","4100","8900","688.0","6700"
"org.openrewrite.java.testing.arquillian.ArquillianJUnit4ToArquillianJUnit5","7","4","0","0.0","0","28400","2672.0","22700"
"org.openrewrite.java.migrate.ReferenceCloneMethod","7","4","0","0.0","0","7800","4604.0","4500"
"org.openrewrite.java.spring.batch.JobParameterToString","7","4","0","0.0","0","4600","1340.0","1800"
"org.openrewrite.java.spring.framework.MigrateResponseEntityExceptionHandlerHttpStatusToHttpStatusCode","7","4","0","0.0","0","38100","8700.0","8300"
"org.openrewrite.java.springdoc.SwaggerToSpringDoc","7","4","2400","0.0","1600","10500","688.0","7400"
"org.openrewrite.java.testing.dbrider.MigrateDbRiderSpringToDbRiderJUnit5","7","4","0","0.0","0","17400","816.0","14400"
"org.openrewrite.maven.ExcludeDependency","7","4","0","0.0","0","313500","3836.0","235700"
"org.openrewrite.java.spring.kafka.KafkaTestUtilsDuration","7","4","0","0.0","0","9800","5628.0","5400"
"org.openrewrite.java.migrate.javaee6","7","4","2100","0.0","1200","3700","504.0","1600"
"org.openrewrite.apache.httpclient5.NewStatusLine","7","4","0","0.0","0","7000","1212.0","1300"
"org.openrewrite.java.AddLiteralMethodArgument","7","4","0","0.0","0","72100","1404.0","2300"
"org.openrewrite.java.migrate.BounceCastleFromJdk15OntoJdk18On","7","4","8600","0.0","7300","11100","2160.0","6600"
"org.openrewrite.java.migrate.javaee8","7","4","2900","0.0","1500","3200","600.0","800"
"org.openrewrite.java.migrate.javaee7","7","4","3200","0.0","1600","5800","816.0","3000"
"org.openrewrite.java.migrate.jakarta.JavaxPersistenceToJakartaPersistence","7","4","6400","0.0","1000","18600","1336.0","1300"
"org.openrewrite.java.ChangeType","7","4","0","0.0","0","63722900","188412.0","1587700"
"org.openrewrite.java.testing.mockito.MockitoJUnitRunnerToExtension","7","4","0","0.0","0","41600","29692.0","29000"
"org.openrewrite.maven.RemovePlugin","7","4","0","0.0","0","127200","828.0","124900"
"org.openrewrite.java.spring.boot3.ChangeCassandraGroupId","7","4","2100","0.0","500","26000","824.0","23700"
"org.openrewrite.java.migrate.javax.AddJaxwsDependencies","7","4","8700","0.0","6500","11500","912.0","7500"
"org.openrewrite.java.spring.data.MigrateJpaSort","7","4","0","0.0","0","357000","188412.0","181000"
"org.openrewrite.java.testing.junit5.TestRuleToTestInfo","7","4","0","0.0","0","5200","1724.0","1700"
"org.openrewrite.java.spring.boot2.ChangeEmbeddedServletContainerCustomizer","7","4","0","0.0","0","80000","69624.0","69400"
"org.openrewrite.java.migrate.jakarta.UpdateJakartaXmlWsEE10","7","4","4000","0.0","2900","3300","912.0","900"
"org.openrewrite.java.testing.junit5.ThrowingRunnableToExecutable","7","4","0","0.0","0","8400","824.0","5300"
"org.openrewrite.java.migrate.jakarta.UpdateGetRealPath","7","4","0","0.0","0","148000","110588.0","106600"
"org.openrewrite.java.migrate.jakarta.WsWsocServerContainerDeprecation","7","4","2100","0.0","1000","4000","920.0","900"
"org.openrewrite.java.migrate.net.MigrateMulticastSocketGetTTLToGetTimeToLive","7","4","2300","0.0","1200","7900","1840.0","4000"
"org.openrewrite.java.testing.junit5.MigrateAssumptions","7","4","0","0.0","0","17200","688.0","14600"
"org.openrewrite.java.migrate.javax.HttpSessionInvalidate","7","4","0","0.0","0","47600","28668.0","27900"
"org.openrewrite.java.migrate.sql.MigrateDriverManagerSetLogStream","7","4","0","0.0","0","3500","1852.0","1800"
"org.openrewrite.java.migrate.jakarta.JavaxTransactionMigrationToJakartaTransaction","7","4","2000","0.0","1100","6900","824.0","3700"
"org.openrewrite.java.migrate.lombok.LombokValToFinalVar","7","4","0","0.0","0","183500","118768.0","117700"
"org.openrewrite.java.migrate.AddStaticVariableOnProducerSessionBean","7","4","2333700","0.0","2287700","215100","9152.0","186900"
"org.openrewrite.apache.httpclient5.NewRequestLine","7","4","0","0.0","0","6800","1404.0","1400"
"org.openrewrite.java.spring.framework.MigrateMethodArgumentNotValidExceptionErrorMethod","7","4","0","0.0","0","23700","19452.0","18500"
"org.openrewrite.java.ReplaceStringLiteralValue","7","4","0","0.0","0","143600","81916.0","78400"
"org.openrewrite.java.spring.boot2.MigrateWebTestClientBuilderCustomizerPackageName","7","4","2800","0.0","1200","3900","696.0","1400"
"org.openrewrite.java.migrate.jakarta.JavaxWebFragmentXmlToJakartaWebFragmentXml","7","4","2700","0.0","1000","17700","1008.0","9100"
"org.openrewrite.java.spring.boot3.MigrateMaxHttpHeaderSize","7","4","1200","0.0","1000","6900","1328.0","2200"
"org.openrewrite.maven.RemoveDuplicateDependencies","7","4","0","0.0","0","1625000","828.0","1350500"
"org.openrewrite.java.migrate.jakarta.JavaxJmsToJakartaJms","7","4","2200","0.0","1200","4200","696.0","1800"
"org.openrewrite.java.spring.boot3.RelocateLauncherClasses","7","4","1700","0.0","500","2700","604.0","1000"
"org.openrewrite.java.migrate.logging.MigrateGetLoggingMXBeanToGetPlatformMXBean","7","4","0","0.0","0","29800","12284.0","12000"
"org.openrewrite.java.spring.cloud2022.MigrateRequestMappingOnFeignClient","7","4","0","0.0","0","8600","2808.0","2700"
"org.openrewrite.java.migrate.jakarta.RemoveJakartaAnnotationDependencyWhenManagedBySpringBoot","7","4","6934300","0.0","6195500","6500","696.0","3800"
"org.openrewrite.java.ChangeMethodInvocationReturnType","7","4","0","0.0","0","1280400","188412.0","182100"
"org.openrewrite.java.migrate.javax.MigrateSimpleAnnotationValueVisitor6To9","7","4","1800","0.0","1000","3100","504.0","900"
"org.openrewrite.java.migrate.jakarta.JavaxWsToJakartaWs","7","4","1900","0.0","1200","5400","816.0","1800"
"org.openrewrite.maven.AddAnnotationProcessor","7","4","0","0.0","0","800","100.0","400"
"org.openrewrite.java.spring.test.SpringRulesToJUnitExtension","7","4","0","0.0","0","18400","13308.0","12900"
"org.openrewrite.java.migrate.jakarta.JavaxEnterpriseToJakartaEnterprise","7","4","1600","0.0","1200","4000","1144.0","1200"
"org.openrewrite.java.spring.SeparateApplicationYamlByProfile","7","4","135900","0.0","77200","669800","19392.0","637800"
"org.openrewrite.java.spring.cloud2024.UpgradeSpringCloud_2024","7","4","2100","0.0","1100","10400","3056.0","3900"
"org.openrewrite.java.spring.security5.UpdateSCryptPasswordEncoder","7","4","0","0.0","0","6600","1916.0","2500"
"org.openrewrite.java.spring.security5.ReplaceGlobalMethodSecurityWithMethodSecurityXml","7","4","3300","0.0","2500","11400","3952.0","5000"
"org.openrewrite.java.spring.security6.oauth2.server.resource.OAuth2ResourceServerLambdaDsl","7","4","0","0.0","0","6800","4092.0","4000"
"org.openrewrite.java.spring.boot2.ReplaceExtendWithAndContextConfiguration","7","4","0","0.0","0","7900","2940.0","2900"
"org.openrewrite.java.migrate.javaee7.OpenJPAPersistenceProvider","7","4","6900","0.0","6200","6000","816.0","3000"
"org.openrewrite.java.spring.boot3.AddValidToNestedConfigProperties","7","4","0","0.0","0","42600","30716.0","30500"
"org.openrewrite.java.spring.boot2.RemoveObsoleteSpringRunners","7","4","3700","0.0","2500","14400","6904.0","6800"
"org.openrewrite.java.spring.framework.HttpComponentsClientHttpRequestFactoryReadTimeout","7","4","0","0.0","0","7400","1660.0","1600"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeMaven","7","4","0","0.0","0","172600","100.0","172300"
"org.openrewrite.xml.ChangeTagName","7","4","0","0.0","0","174000","828.0","86500"
"org.openrewrite.java.migrate.javax.MigrateTypeKindVisitor6To9","7","4","2300","0.0","1400","3900","824.0","1300"
"org.openrewrite.maven.RemoveExclusion","7","4","0","0.0","0","178300","100.0","112100"
"org.openrewrite.java.migrate.jakarta.JavaxBatchMigrationToJakartaBatch","7","4","2200","0.0","1500","5000","696.0","2200"
"org.openrewrite.java.migrate.UpgradeBuildToJava17","7","4","3200","0.0","1800","7900","1328.0","3500"
"org.openrewrite.java.migrate.jakarta.JakartaFacesConfigXml4","7","4","2100","0.0","1100","23800","20464.0","20000"
"org.openrewrite.java.ReplaceConstantWithAnotherConstant","7","4","0","0.0","0","225800","6396.0","18800"
"org.openrewrite.java.migrate.UpgradeBuildToJava11","7","4","3800","0.0","1600","6200","688.0","3200"
"org.openrewrite.java.spring.boot2.UnnecessarySpringRunWith","7","4","3800","0.0","2000","8500","816.0","4500"
"org.openrewrite.java.migrate.JREWrapperInterface","7","4","2600","0.0","1800","6400","824.0","3800"
"org.openrewrite.java.testing.mockito.Mockito4to5Only","7","4","2000","0.0","900","3600","496.0","1300"
"org.openrewrite.java.testing.junit5.UseTestMethodOrder","7","4","0","0.0","0","9700","5116.0","4900"
"org.openrewrite.java.migrate.util.OptionalStreamRecipe","7","4","0","0.0","0","4400","2044.0","2000"
"org.openrewrite.java.spring.boot2.MigrateErrorControllerPackageName","7","4","3600","0.0","1900","4800","1200.0","1600"
"org.openrewrite.java.migrate.jakarta.JettyUpgradeEE9","7","4","1600","0.0","900","7500","2160.0","2500"
"org.openrewrite.java.SimplifyMethodChain","7","4","0","0.0","0","104300","22524.0","22100"
"org.openrewrite.java.spring.cloud2022.AddLoggingPatternLevelForSleuth","7","4","2173600","0.0","2163600","120300","3200.0","103500"
"org.openrewrite.java.spring.framework.MigrateInstantiationAwareBeanPostProcessorAdapter","7","4","0","0.0","0","21700","3964.0","3900"
"org.openrewrite.openapi.swagger.MigrateSwaggerDefinitionToOpenAPIDefinition","7","4","0","0.0","0","6400","1916.0","2000"
"org.openrewrite.java.migrate.jakarta.JavaxPersistenceXmlToJakartaPersistenceXml","7","4","13000","0.0","1900","23600","1720.0","4900"
"org.openrewrite.java.spring.doc.MigrateDocketBeanToGroupedOpenApiBean","7","4","2357500","0.0","1782300","37600","5568.0","23800"
"org.openrewrite.java.migrate.RemovedModifierAndConstantBootstrapsConstructors","7","4","1800","0.0","1200","4000","696.0","1400"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioClassMapping","7","4","4600","0.0","1200","6000","508.0","500"
"org.openrewrite.java.DeleteMethodArgument","7","4","0","0.0","0","152500","10748.0","15400"
"org.openrewrite.java.migrate.jakarta.UpdateEclipseLinkDependencies","7","4","2200","0.0","1200","2700","600.0","600"
"org.openrewrite.java.migrate.jakarta.UpdateYassonDependencies","7","4","2200","0.0","1000","3200","696.0","800"
"org.openrewrite.apache.httpclient5.OutputBufferWriteAddOffsetAndLengthArguments","7","4","0","0.0","0","6700","1148.0","1100"
"org.openrewrite.java.migrate.jakarta.RemovalsServletJakarta10","7","4","2400","0.0","1000","2400","504.0","500"
"org.openrewrite.apache.httpclient5.RemoveByteBufferAllocators","7","4","0","0.0","0","18900","3452.0","3400"
"org.openrewrite.java.testing.mockito.ReplaceInitMockToOpenMock","7","4","0","0.0","0","14800","3708.0","3600"
"org.openrewrite.java.flyway.AddFlywayModuleOracle","7","4","2800","0.0","900","2600","504.0","700"
"org.openrewrite.java.migrate.MXBeanRule","7","4","0","0.0","0","191100","147452.0","142800"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongArrayWeakCompareAndSetToWeakCompareAndSetPlain","7","4","4000","0.0","1800","4700","496.0","2300"
"org.openrewrite.java.testing.junit5.RunnerToExtension","7","4","0","0.0","0","27500","7932.0","7800"
"org.openrewrite.java.RemoveMethodInvocations","7","4","0","0.0","0","154400","7676.0","20200"
"org.openrewrite.java.migrate.jakarta.FileuploadToFileUpload2","7","4","1600","0.0","1200","3800","688.0","1100"
"org.openrewrite.java.spring.cloud2025.SpringCloudGatewayProxyWebfluxProperties","7","4","219300","0.0","182100","3900","912.0","900"
"org.openrewrite.java.testing.junit5.UseWiremockExtension","7","4","0","0.0","0","57600","47100.0","47000"
"org.openrewrite.maven.UpgradeParentVersion","7","4","0","0.0","0","64844280300","2.8991029244E10","35578833300"
"org.openrewrite.java.spring.boot2.MigrateRestClientBuilderCustomizerPackageName","7","4","3600","0.0","2200","7800","600.0","5600"
"org.openrewrite.java.migrate.util.OptionalNotEmptyToIsPresent","7","4","0","0.0","0","37500","16380.0","16000"
"org.openrewrite.java.spring.framework.EnvironmentAcceptsProfiles","7","4","0","0.0","0","37400","5884.0","5800"
"org.openrewrite.java.migrate.DeprecatedCountStackFramesMethod","7","4","2100","0.0","1200","12400","1200.0","8500"
"org.openrewrite.java.spring.data.UpgradeSpringData_2_7","7","4","9000","0.0","6000","6600","400.0","4400"
"org.openrewrite.java.spring.framework.MigrateHandlerInterceptor","7","4","0","0.0","0","34600","4344.0","11700"
"org.openrewrite.java.spring.data.UpgradeSpringData_2_3","7","4","3400","0.0","2100","6200","592.0","3700"
"org.openrewrite.java.migrate.jakarta.Faces3xMigrationToFaces4x","7","4","2300","0.0","1000","8900","3576.0","3500"
"org.openrewrite.java.spring.data.UpgradeSpringData_2_5","7","4","3800","0.0","2200","4300","408.0","2600"
"org.openrewrite.java.testing.junit5.JUnit4to5Migration","7","4","1114000","0.0","975600","5300","816.0","2500"
"org.openrewrite.java.spring.boot3.RemoveConstructorBindingAnnotation","7","4","0","0.0","0","12300","3680.0","3600"
"org.openrewrite.gradle.AddDependency","7","4","91300","0.0","20400","43000","6592.0","20700"
"org.openrewrite.maven.RemoveProperty","7","4","0","0.0","0","309800","100.0","309400"
"org.openrewrite.java.migrate.util.ReplaceMathRandomWithThreadLocalRandomRecipe","7","4","0","0.0","0","8400","4348.0","4300"
"org.openrewrite.java.migrate.lombok.LombokOnXToOnX_","7","4","0","0.0","0","434400","425968.0","420700"
"org.openrewrite.java.spring.batch.MigrateMethodAnnotatedByBatchAPI","7","4","0","0.0","0","186500","139256.0","132200"
"org.openrewrite.staticanalysis.PrimitiveWrapperClassConstructorToValueOf","7","4","0","0.0","0","38400","25596.0","24800"
"org.openrewrite.java.spring.NoRequestMappingAnnotation","7","4","0","0.0","0","44300","17400.0","22300"
"org.openrewrite.java.spring.batch.MigrateStepBuilderFactory","7","4","0","0.0","0","17300","14844.0","14700"
"org.openrewrite.java.spring.framework.MigrateUriComponentsBuilderMethods","7","4","0","0.0","0","11500","4604.0","4400"
"org.openrewrite.java.migrate.jakarta.DeprecatedCDIAPIsRemoved40","7","4","1500","0.0","1000","6100","1904.0","1900"
"org.openrewrite.java.spring.boot3.ReplaceRestTemplateBuilderMethods","7","4","2200","0.0","1400","23800","19448.0","18900"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_0","7","4","1600","0.0","1000","9700","1376.0","4600"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_1","7","4","2300","0.0","1700","4600","816.0","1600"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_2","7","4","4100","0.0","3100","6200","688.0","3900"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_3","7","4","4600","0.0","3500","2900","920.0","900"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_4","7","4","1400","0.0","600","3900","920.0","1800"
"org.openrewrite.java.migrate.jakarta.JavaxSecurityToJakartaSecurity","7","4","1900","0.0","1300","8800","824.0","6200"
"org.openrewrite.java.AddCommentToMethodInvocations","7","4","0","0.0","0","122600","7676.0","9900"
"org.openrewrite.java.migrate.ArrayStoreExceptionToTypeNotPresentException","7","4","0","0.0","0","8300","4604.0","4500"
"org.openrewrite.java.migrate.jakarta.JavaxJwsToJakartaJws","7","4","2000","0.0","1100","4900","816.0","1800"
"org.openrewrite.java.spring.boot3.SpringBootProperties_3_5","7","4","1900","0.0","800","3600","1144.0","1100"
"org.openrewrite.java.migrate.jakarta.JavaxElToJakartaEl","7","4","2200","0.0","1400","3600","604.0","1500"
"org.openrewrite.java.dependencies.UpgradeDependencyVersion","7","4","1823509500","0.0","1716637500","78591600","46976.0","5944200"
"org.openrewrite.java.testing.mockito.Mockito1to3Migration","7","4","3400","0.0","1500","8000","1136.0","1600"
"org.openrewrite.java.migrate.jakarta.JakartaFacesEcmaScript","7","4","3600","0.0","1100","7100","1020.0","1800"
"org.openrewrite.java.migrate.javax.AddInjectDependencies","7","4","3900","0.0","1800","8500","824.0","6100"
"org.openrewrite.java.migrate.logging.MigrateLoggerGlobalToGetGlobal","7","4","0","0.0","0","16900","10744.0","10600"
"org.openrewrite.java.spring.framework.MigrateResponseStatusExceptionGetRawStatusCodeMethod","7","4","0","0.0","0","536500","147452.0","147400"
"org.openrewrite.java.spring.boot3.MigrateHooksToReactorContextProperty","7","4","308400","0.0","115100","29500","4544.0","15400"
"org.openrewrite.java.spring.boot2.MigrateRestTemplateBuilderBasicAuthorization","7","4","6200","0.0","2700","6900","688.0","3800"
"org.openrewrite.java.testing.byteman.BytemanJUnit4ToBytemanJUnit5","7","4","0","0.0","0","25200","1200.0","20800"
"org.openrewrite.java.testing.junit5.UpgradeOkHttpMockWebServer","7","4","0","0.0","0","19700","912.0","16500"
"org.openrewrite.java.AddCommentToImport","7","4","0","0.0","0","1154700","393212.0","388600"
"org.openrewrite.java.spring.batch.SpringBatch4To5Migration","7","4","2300","0.0","1600","14200","3696.0","4900"
"org.openrewrite.java.testing.junit5.UpdateBeforeAfterAnnotations","7","4","0","0.0","0","23400","7420.0","9900"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1","7","4","6900","0.0","6400","5100","816.0","2600"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0","7","4","7800","0.0","7200","6900","3576.0","3500"
"org.openrewrite.java.migrate.javax.JavaxLangModelUtil","7","4","4400","0.0","1600","5200","592.0","2500"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_3","7","4","10800","0.0","8800","4900","1208.0","2400"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_2","7","4","12500","0.0","11900","5300","1520.0","1800"
"org.openrewrite.java.testing.testcontainers.Testcontainers2Dependencies","7","4","3700","0.0","1900","7300","912.0","3500"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_5","7","4","142100","0.0","139300","53100","3960.0","47900"
"org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_4","7","4","12300","0.0","11800","15200","5360.0","7600"
"org.openrewrite.java.migrate.jakarta.JavaxFacesTagLibraryXmlToJakartaFacesTagLibraryXml","7","4","3100","0.0","1200","15500","1200.0","4300"
"org.openrewrite.java.ReorderMethodArguments","7","4","0","0.0","0","231800","34812.0","34600"
"org.openrewrite.maven.AddDependency","7","4","38700","0.0","13700","24600","3520.0","10700"
"org.openrewrite.java.spring.boot2.ServerHttpSecurityLambdaDsl","7","4","0","0.0","0","2168800","2228220.0","2165500"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioOutputBuffers","7","4","3500","0.0","1200","15200","1392.0","1800"
"org.openrewrite.java.testing.junit5.MockitoJUnitToMockitoExtension","7","4","0","0.0","0","16800","3964.0","3900"
"org.openrewrite.java.springdoc.SpringFoxToSpringDoc","7","4","4500","0.0","3000","17200","11768.0","11500"
"org.openrewrite.java.migrate.lang.JavaLangAPIs","7","4","2200","0.0","1100","4900","816.0","1900"
"org.openrewrite.xml.ChangeTagValue","7","4","0","0.0","0","515900","412.0","80700"
"org.openrewrite.java.migrate.Jre17AgentMainPreMainPublic","7","4","2400","0.0","1300","11800","920.0","8700"
